"TH_T_U_UID_1","TH_T_U_UID_2"
135132,134711
135132,133070
135132,134708
135132,133200
135132,133448
135132,134713
135132,135628
135132,133142
135132,134231
135132,133287
135132,134712
135132,133160
135132,133308
135132,135194
135132,133168
135132,133066
135132,133159
135132,134290
135132,135608
135132,135193
135132,133078
135132,133275
135132,133141
135132,133205
135132,134706
135132,205572
135136,134600
135138,134530
135139,134530
135142,134512
135148,191448
135148,134149
135148,132457
135148,134696
135148,135149
135149,135148
135151,134183
135153,135197
135153,133418
135154,133423
135154,135608
135154,133967
135154,133941
135154,133907
135154,133924
135154,133906
135154,133954
135156,135300
135158,182082
135160,134579
135160,131664
135160,131645
135160,131646
135160,132173
135160,131751
135160,131782
135160,135041
135162,135724
135162,135723
135162,135294
135162,135547
135162,131743
135163,133271
135163,132666
135166,135294
135169,131794
135169,172163
135169,143593
135169,131609
135169,134970
135170,144747
135170,131898
135170,131995
135171,135172
135172,135171
135172,135247
135174,131831
135177,133579
135177,133622
135178,133296
135178,133418
135179,134698
135179,133418
135180,134310
135180,134345
135180,134350
135181,132025
135181,135183
135181,134343
135181,133280
135182,135197
135183,135181
135184,133280
135184,133286
135185,136559
135187,132002
135187,133217
135187,135194
135187,135193
135188,133465
135188,133500
135188,133514
135188,133523
135190,134350
135190,134343
135190,134308
135190,134307
135192,135310
135192,134200
135193,135132
135193,135194
135193,135187
135194,133217
135194,135132
135194,135187
135194,135193
135196,133414
135197,135153
135197,133414
135197,135182
135197,133099
135198,134578
135198,135030
135198,134591
135198,133260
135198,134587
135198,133642
135198,134734
135198,131670
135198,133623
135198,134470
135200,133553
135200,133640
135201,131898
135201,131927
135201,131912
135201,131968
135202,134087
135206,182102
135208,145903
135208,133022
135208,145904
135208,135225
135208,132684
135210,132691
135210,132693
135212,133977
135212,133985
135212,133982
135214,133307
135215,132539
135215,135216
135215,132689
135215,132684
135215,132521
135216,132522
135216,135215
135218,145508
135218,132090
135224,132169
135224,132523
135225,135208
135225,132684
135229,136021
135231,132040
135231,131928
135232,133101
135232,133291
135232,132022
135232,133137
135232,132012
135233,133137
135233,132011
135233,133291
135234,131898
135234,131687
135237,133922
135237,133916
135237,133950
135237,133962
135239,135307
135240,184556
135240,133735
135240,134277
135240,132058
135240,134211
135240,131567
135240,134407
135240,134252
135240,134377
135240,134210
135241,135280
135242,132704
135243,134214
135243,134240
135243,134227
135245,134349
135245,134334
135247,135172
135249,135376
135249,165190
135249,135025
135250,134220
135250,134365
135250,134363
135250,134406
135250,134277
135252,134390
135252,134388
135254,134951
135257,135501
135258,134402
135258,134406
135258,134376
135260,134402
135261,134402
135261,134346
135261,135495
135262,134402
135265,131572
135265,135280
135266,134227
135268,132058
135268,135281
135268,135277
135268,134211
135270,134295
135270,134299
135270,131672
135271,132060
135274,134402
135274,134243
135275,134969
135275,132247
135275,131530
135275,134031
135275,133162
135275,131607
135276,134402
135276,165185
135276,165184
135276,165183
135277,134211
135277,135281
135277,135268
135278,135695
135278,134265
135278,131776
135278,131682
135278,134301
135279,131851
135280,134348
135280,135241
135280,134295
135280,135265
135281,135268
135281,135277
135282,134319
135282,134301
135283,131727
135283,135289
135283,131728
135285,131607
135285,134177
135285,131750
135285,134371
135285,133574
135286,135557
135286,131563
135287,131563
135289,131727
135289,135283
135290,135546
135293,135100
135293,134169
135293,134085
135293,131554
135294,133864
135294,132273
135294,135166
135294,134051
135294,190384
135294,135748
135294,190386
135294,135162
135295,135299
135295,135511
135295,131961
135295,131787
135295,135523
135295,133366
135295,135540
135295,154063
135295,134157
135295,131791
135295,133345
135295,134162
135295,134197
135295,134059
135296,133812
135297,131986
135297,133812
135298,134071
135299,135303
135299,131799
135299,135295
135299,133337
135300,132853
135300,133580
135300,132856
135300,132824
135300,132855
135300,134182
135300,132526
135300,132915
135300,131723
135300,133969
135300,133902
135300,133809
135300,133899
135300,133806
135300,132151
135300,132156
135300,135156
135300,135532
135300,135540
135300,135541
135300,134419
135300,132387
135301,133344
135303,133419
135303,135511
135303,135510
135303,135299
135303,131836
135303,135106
135303,133892
135303,135056
135303,134410
135303,131789
135303,134388
135303,205841
135303,134308
135303,131788
135303,133318
135304,131725
135304,131971
135304,133398
135304,133876
135304,133349
135304,131625
135304,133829
135304,133983
135304,133680
135304,135305
135304,134181
135305,135304
135305,135508
135305,133342
135305,133345
135305,135357
135305,154063
135305,183888
135307,135239
135309,134200
135309,134205
135310,134207
135310,135192
135310,191853
135311,134202
135311,182742
135311,204209
135311,135891
135311,204100
135315,143303
135315,133295
135315,133281
135316,141404
135317,134472
135317,134440
135317,134468
135318,132061
135318,134480
135318,132756
135318,134472
135319,134468
135324,135607
135327,136644
135328,131644
135329,133567
135329,133586
135329,133568
135329,131980
135330,135336
135331,185214
135331,185236
135331,133616
135336,136607
135336,135330
135336,133611
135336,133612
135336,133585
135337,186493
135338,133657
135338,185310
135338,205755
135339,133657
135339,133662
135340,144503
135340,133611
135340,133613
135340,133584
135340,133585
135341,133652
135341,165188
135341,191442
135341,163183
135342,132040
135343,144104
135343,135344
135343,135345
135343,206796
135344,144104
135344,135345
135344,135343
135344,134227
135344,132060
135344,206796
135344,132053
135344,134453
135345,135343
135345,135344
135345,206796
135345,134453
135346,133575
135346,133644
135346,133585
135347,133652
135347,163183
135347,165188
135347,191442
135348,133562
135348,133566
135348,133229
135348,131845
135348,133660
135348,131859
135348,132045
135348,133647
135348,131877
135350,133907
135350,133924
135350,133941
135350,133954
135350,133967
135352,133669
135352,134539
135353,133765
135354,141149
135354,133956
135354,135356
135354,133998
135354,133942
135355,133943
135355,133936
135355,133918
135355,133957
135356,141149
135356,133942
135356,133998
135356,133956
135356,135354
135357,133768
135357,135305
135357,135047
135357,131578
135359,136715
135372,134359
135372,134271
135372,134220
135372,134330
135374,134281
135375,134952
135375,135034
135376,134323
135376,135249
135376,165190
135377,134402
135385,132280
135393,132979
135395,132486
135395,132487
135395,132433
135396,132473
135396,135471
135398,132173
135406,132336
135407,132674
135410,132301
135410,132415
135410,132363
135410,132412
135414,132376
135414,132370
135414,132359
135414,132364
135414,132365
135414,132371
135414,132374
135414,132361
135414,135745
135415,132168
135415,134316
135415,132966
135415,165191
135418,135563
135418,132516
135418,132094
135418,182035
135423,132546
135423,132547
135427,132358
135429,132421
135429,132415
135429,132486
135431,132711
135435,132764
135443,132625
135443,133017
135449,132486
135452,205773
135455,132668
135455,135493
135455,132660
135456,132147
135458,132887
135458,132891
135463,132883
135463,132903
135464,132880
135465,135677
135468,132917
135470,133002
135470,133057
135470,133073
135470,132557
135470,132382
135470,133056
135471,135396
135471,132480
135471,132446
135471,132479
135472,132961
135473,132173
135473,132226
135473,132227
135476,135644
135476,132563
135476,132173
135476,132076
135476,132109
135476,132401
135476,132412
135476,132410
135476,132752
135476,132756
135476,132738
135476,132398
135479,133007
135480,132103
135480,132382
135481,132093
135481,132280
135483,132738
135483,132832
135483,132831
135483,135631
135485,131677
135485,134977
135486,132782
135486,132783
135486,135644
135486,132749
135488,132804
135488,132807
135488,132812
135488,132800
135489,132813
135491,131677
135491,131544
135491,133038
135491,132649
135491,132864
135493,132660
135493,132642
135493,132665
135493,135455
135493,132668
135495,185101
135495,134394
135495,135261
135496,135497
135497,135496
135497,134394
135500,134395
135501,132748
135501,135257
135502,132017
135506,134220
135507,132776
135507,134689
135507,132774
135507,134209
135507,132471
135507,132749
135507,132763
135508,135305
135508,183888
135510,135303
135510,134243
135510,134403
135510,134364
135510,134347
135510,134395
135511,131787
135511,135303
135511,135295
135513,134970
135513,132034
135513,202958
135514,132986
135516,133017
135516,132625
135518,132370
135518,133159
135518,132491
135519,132111
135519,132842
135522,131777
135523,133366
135523,135295
135524,135544
135525,190266
135525,190267
135526,131587
135532,135300
135532,131704
135533,182248
135533,184564
135533,182247
135536,182248
135536,182247
135539,186479
135539,186478
135539,204828
135540,135295
135540,135300
135541,135300
135544,135524
135544,133778
135545,132700
135545,135547
135545,133970
135545,134477
135545,134402
135545,145683
135546,135290
135547,133300
135547,135545
135547,134477
135547,135724
135547,134469
135547,134430
135547,133379
135547,135723
135547,134402
135547,131743
135547,135162
135549,135564
135549,133971
135549,133763
135549,133762
135549,135550
135550,133971
135550,135549
135557,132076
135557,135286
135557,132418
135557,190361
135563,135564
135563,135418
135564,131989
135564,133890
135564,132010
135564,134585
135564,133905
135564,133977
135564,135549
135564,135563
135568,135606
135568,133903
135570,131910
135571,132339
135571,132345
135574,136015
135574,135575
135575,132339
135575,135574
135577,132676
135577,132340
135578,134637
135579,132342
135579,132713
135580,131805
135580,132053
135580,131931
135582,131899
135582,131923
135591,131976
135592,133948
135592,133927
135592,144523
135592,133921
135595,132703
135599,145103
135599,190363
135601,133182
135602,132325
135602,132285
135602,145521
135604,131559
135604,135976
135606,135568
135606,133678
135607,135324
135607,135132
135608,132173
135608,133172
135608,133171
135608,133175
135608,135132
135608,134530
135608,135154
135608,133423
135608,191942
135609,133321
135609,135719
135610,135101
135612,133530
135615,140687
135618,133228
135619,134269
135625,133635
135625,134631
135625,131865
135625,133638
135625,134670
135627,131989
135627,131986
135628,133200
135628,132173
135628,134711
135628,132579
135628,135132
135630,135631
135631,132832
135631,135483
135631,135630
135635,135124
135638,132248
135641,136559
135642,132676
135642,132151
135644,132756
135644,135486
135644,135476
135645,133321
135646,133414
135648,133231
135662,134107
135663,133948
135663,133927
135663,133921
135663,144523
135663,134107
135664,134107
135672,134456
135672,134586
135672,163063
135673,134107
135675,134224
135675,132017
135677,135465
135677,132665
135686,134622
135691,141152
135691,141153
135691,134679
135691,132449
135691,132450
135691,134680
135695,134600
135695,135278
135705,141153
135705,141152
135706,141153
135706,141152
135708,132704
135713,134074
135713,131942
135713,133590
135719,133414
135719,135609
135719,133321
135721,182133
135723,135162
135723,135547
135723,131743
135724,131743
135724,135547
135724,135162
135726,136660
135745,135414
135748,132265
135748,131644
135748,135294
135748,190386
135749,190386
135753,133680
135753,133899
135753,133991
135753,133982
135760,150603
135767,132813
135775,132070
135797,185080
135802,182091
135802,182369
135802,178414
135808,135827
135809,133745
135809,131687
135809,134139
135815,182369
135816,182369
135818,131554
135826,202857
135827,135808
135829,145003
135834,190419
135835,190419
135836,134220
135842,131880
135843,135997
135856,134251
135858,135986
135869,132382
135875,131986
135878,183919
135880,133646
135889,133137
135891,136838
135891,135311
135891,136839
135894,134583
135899,134117
135902,154043
135902,131607
135902,131630
135902,131632
135902,183919
135905,133892
135905,165193
135905,165194
135906,135907
135907,135906
135910,191853
135910,134207
135918,133496
135918,133429
135921,132772
135933,132888
135935,131804
135941,133833
135943,135122
135943,135121
135949,133146
135951,133423
135951,133524
135951,133523
135968,204733
135970,134692
135970,133381
135971,133672
135972,134325
135976,134177
135976,145778
135976,134371
135976,135604
135980,134477
135981,133865
135982,185304
135984,133904
135986,135858
135992,145885
135996,133941
135996,133907
135996,133954
135996,133967
135997,135843
136005,132500
136005,133048
136015,135574
136021,133352
136021,135067
136021,135229
136021,185292
136559,135185
136559,135641
136560,134221
136560,132040
136561,134221
136561,132040
136562,171763
136563,135041
136564,135041
136565,133544
136569,134085
136569,134086
136569,131761
136570,134085
136570,134086
136580,133523
136587,132307
136587,133368
136587,133388
136588,135067
136588,183680
136607,135336
136608,132990
136608,133352
136608,133375
136614,185109
136622,131838
136623,131838
136624,136689
136626,132925
136626,132191
136626,187022
136644,135327
136644,186492
136660,135726
136663,139314
136665,139314
136666,139314
136673,132716
136689,136624
136692,145903
136692,145904
136692,133022
136693,132870
136700,134601
136709,133038
136709,131544
136710,131544
136710,133038
136711,131544
136711,133038
136715,135359
136715,136831
136715,204262
136715,204263
136721,132305
136721,206846
136729,133599
136729,133236
136731,131991
136774,131653
136806,132361
136806,132377
136807,132377
136807,132361
136813,136854
136813,136853
136819,133372
136826,133311
136826,133393
136826,192928
136831,136715
136836,186581
136838,134202
136838,182742
136838,204209
136838,135891
136838,204100
136839,133375
136839,134202
136839,141140
136839,182742
136839,204209
136839,204100
136839,135891
136840,204794
136842,206847
136842,204109
136846,133300
136847,205452
136848,205452
136850,133302
136850,145003
136853,136813
136854,136813
136859,133982
136859,133977
136859,133905
136859,133985
136861,133955
136868,191227
137082,133361
137104,137421
137104,139148
137117,184579
137136,141036
137155,139580
137155,137156
137155,138903
137155,139114
137155,138855
137156,137155
137159,139483
137181,137192
137181,137203
137189,137246
137192,137181
137195,185164
137197,137224
137203,137181
137224,137197
137224,139483
137232,137862
137232,140966
137233,137862
137233,140966
137236,137862
137236,140966
137239,184733
137241,140989
137245,137246
137245,138566
137246,138566
137246,137189
137246,137245
137300,138954
137331,186955
137366,137420
137395,138866
137395,137398
137397,137398
137398,137397
137398,137395
137420,137366
137420,139494
137420,139026
137420,179360
137421,137104
137423,139749
137513,185164
137555,138634
137576,138774
137622,179362
137716,139484
137726,137727
137727,137726
137739,138774
137800,139564
137805,138045
137810,137944
137848,138727
137848,138865
137861,137938
137862,138853
137862,137236
137862,137233
137862,137232
137867,139921
137909,183439
137920,138029
137938,137941
137938,137940
137938,137861
137938,137939
137939,137938
137940,137938
137941,137938
137944,137810
137953,138031
137959,138008
137965,138030
137982,140978
138008,137959
138027,138451
138029,137920
138030,137965
138031,137953
138032,138034
138034,138032
138045,137805
138063,138397
138084,138241
138087,139908
138087,138090
138090,138087
138228,138229
138228,138230
138228,138238
138228,138598
138228,138578
138229,138228
138230,138238
138230,138228
138234,138238
138238,138228
138238,138234
138238,138230
138241,138084
138293,139924
138293,184715
138300,138868
138300,138328
138307,139704
138307,139792
138307,138824
138315,139464
138328,138300
138335,138336
138336,138335
138397,138063
138424,196527
138451,138027
138459,139874
138461,139743
138566,137246
138566,137245
138578,138598
138578,138228
138592,197263
138598,138578
138598,138228
138605,139541
138605,139540
138634,139891
138634,138635
138634,137555
138635,138634
138645,139790
138727,137848
138774,137739
138774,137576
138774,139227
138778,139660
138778,138864
138824,139791
138824,138307
138827,139787
138853,137862
138853,140966
138855,137155
138864,138778
138864,139664
138865,137848
138866,137395
138868,138300
138903,137155
138954,137300
138992,139084
138994,183446
139026,137420
139084,138992
139112,139259
139114,137155
139148,137104
139227,138774
139259,139112
139260,139265
139260,139711
139265,139260
139290,139924
139302,202855
139305,185257
139309,133323
139312,141150
139312,202862
139312,202848
139312,202850
139312,202863
139312,202864
139312,202865
139314,136666
139314,136665
139314,136663
139314,145703
139317,141142
139317,141141
139317,134783
139317,134264
139317,134609
139321,133986
139419,139921
139463,139926
139463,139831
139463,139830
139464,138315
139483,137159
139483,137224
139484,137716
139494,137420
139533,139552
139540,138605
139540,139541
139541,138605
139541,139540
139552,139533
139564,137800
139578,139806
139580,137155
139625,139787
139660,138778
139660,139664
139664,138864
139664,139660
139704,139791
139704,138307
139711,139260
139732,184715
139741,141043
139743,138461
139749,137423
139750,184717
139787,138827
139787,139625
139790,138645
139791,139792
139791,138824
139791,139704
139792,139791
139792,138307
139806,139578
139830,139463
139830,139937
139831,139463
139831,139937
139868,139905
139874,138459
139891,138634
139903,139904
139903,139906
139904,139903
139905,139868
139906,139903
139908,138087
139910,185707
139910,184746
139915,179356
139915,179354
139915,179357
139915,179355
139916,140978
139916,196677
139921,137867
139921,139419
139924,139290
139924,138293
139926,139937
139926,139463
139937,139831
139937,139830
139937,139926
139947,140126
139948,139953
139949,140079
139949,140081
139949,140082
139949,140080
139949,140102
139949,139953
139953,139949
139953,139948
139956,140118
139956,140041
139956,140090
139956,140093
139956,140085
139959,140100
139959,140098
139959,140133
139959,140141
139960,139992
139960,139984
139963,140080
139963,140112
139963,140111
139963,140115
139967,139976
139967,139968
139968,139967
139975,140114
139976,139967
139978,140010
139982,140013
139984,140085
139984,139960
139985,140084
139986,140084
139986,139991
139987,140084
139987,139991
139988,140084
139988,139991
139989,139991
139989,140084
139990,140084
139990,139991
139991,139990
139991,139987
139991,139986
139991,139988
139991,139989
139992,139960
139993,140125
139993,140101
139993,140097
139993,140127
139993,140129
139993,140128
139993,140126
140000,140055
140001,140015
140001,140152
140001,140008
140001,140020
140002,140021
140002,206788
140002,206787
140005,140020
140005,140015
140005,140008
140006,140019
140006,140070
140006,140073
140006,140060
140007,140024
140008,140001
140008,140005
140008,140024
140009,140151
140009,140062
140009,140039
140009,140047
140009,140046
140009,140146
140009,140041
140010,139978
140012,140152
140012,140055
140013,139982
140015,140019
140015,140152
140015,140005
140015,140001
140017,140074
140017,140072
140017,140075
140017,140030
140017,140029
140017,140070
140017,140018
140017,140039
140018,140017
140019,140006
140019,140015
140019,140152
140020,140001
140020,140005
140021,140002
140023,140116
140023,140046
140024,140060
140024,140008
140024,140007
140024,140061
140026,140068
140029,140017
140029,140146
140029,140055
140029,140067
140030,140055
140030,140039
140030,140017
140031,140145
140039,140041
140039,140009
140039,140030
140039,140017
140041,140009
140041,139956
140041,140039
140046,140023
140046,140009
140047,140009
140052,140055
140055,140089
140055,140136
140055,140029
140055,140030
140055,140000
140055,140052
140055,140012
140057,140152
140060,140024
140060,140006
140061,140024
140062,140009
140067,140029
140068,140026
140070,140006
140070,140017
140072,140017
140073,140006
140074,140017
140075,140017
140079,139949
140080,139963
140080,139949
140081,139949
140081,140132
140082,139949
140084,139988
140084,139989
140084,139990
140084,139987
140084,139985
140084,139986
140085,139984
140085,140092
140085,139956
140089,140055
140089,140102
140090,140099
140090,140118
140090,139956
140090,140120
140090,140121
140090,140112
140092,140085
140093,139956
140093,140112
140095,140097
140097,139993
140097,140095
140098,140133
140098,139959
140099,140090
140100,139959
140101,139993
140102,140089
140102,140136
140102,139949
140111,140115
140111,140141
140111,140117
140111,140128
140111,140112
140111,139963
140112,140093
140112,140111
140112,140090
140112,139963
140113,140139
140114,139975
140115,139963
140115,140141
140115,140111
140116,140141
140116,140023
140117,140111
140118,139956
140118,140090
140120,140090
140121,140090
140125,139993
140126,139947
140126,139993
140127,139993
140128,140111
140128,139993
140129,139993
140130,140143
140132,140081
140133,140098
140133,139959
140133,140141
140136,140055
140136,140102
140139,140113
140141,140115
140141,139959
140141,140111
140141,140133
140141,140116
140143,140130
140145,140031
140146,140009
140146,140029
140151,140009
140152,140012
140152,140015
140152,140001
140152,140019
140152,140057
140613,134559
140616,190332
140633,133697
140635,132301
140636,140686
140647,140649
140647,132286
140648,132286
140649,140647
140656,132300
140656,132286
140656,132336
140658,185314
140658,204733
140686,140636
140687,135615
140687,132300
140924,141383
140924,140939
140924,141385
140924,195808
140939,140924
140940,121470
140952,183439
140965,183439
140966,138853
140966,137232
140966,137233
140966,137236
140977,185153
140978,139916
140978,137982
140978,196677
140989,137241
141031,184577
141031,184580
141031,184578
141036,137136
141043,139741
141047,197292
141047,197291
141085,184720
141113,179197
141113,186501
141125,133599
141125,133578
141125,182081
141127,134556
141127,134557
141132,133352
141132,144443
141137,134107
141140,136839
141141,153903
141141,139317
141142,153903
141142,139317
141143,153903
141144,134205
141149,133942
141149,135354
141149,133998
141149,133956
141149,135356
141150,134692
141150,133373
141150,139312
141150,182143
141151,132771
141152,135691
141152,132467
141152,132450
141152,132468
141152,134655
141152,134680
141152,135706
141152,134681
141152,135705
141152,154023
141153,132449
141153,132467
141153,134655
141153,135705
141153,154023
141153,132468
141153,135691
141153,134681
141153,135706
141154,135097
141154,134197
141161,133051
141161,132695
141161,132531
141175,202748
141181,184985
141194,180845
141194,187041
141237,197171
141241,141312
141241,141276
141254,184985
141276,141241
141312,141241
141361,191284
141380,132596
141380,132494
141380,191861
141381,204809
141382,131671
141382,131834
141383,140924
141385,140924
141386,134729
141394,185075
141397,134061
141397,135097
141398,134186
141399,134269
141399,134288
141404,133393
141404,135316
143256,144803
143256,144603
143259,145024
143303,135315
143303,133279
143303,133274
143343,133682
143343,133750
143469,150603
143504,172163
143504,143593
143505,186486
143505,186485
143526,131708
143526,133385
143526,143598
143545,134970
143555,131741
143555,143570
143570,143555
143570,131620
143593,143504
143593,135169
143597,133319
143597,205442
143597,205444
143597,205443
143598,131759
143598,135060
143598,143526
143600,186495
143605,172245
143703,132058
143703,134277
143703,134210
143703,134377
143703,134407
143703,134211
143703,131567
143703,133735
143703,184556
143703,134252
143743,185266
143843,134967
143843,134949
143943,185020
144023,133986
144083,132002
144104,134453
144104,135344
144104,135343
144104,206795
144163,133075
144384,134169
144384,131735
144384,134167
144384,134170
144384,134085
144424,144503
144443,133352
144443,141132
144443,206752
144465,186492
144503,133584
144503,144424
144503,135340
144523,133927
144523,133921
144523,135592
144523,135663
144523,133948
144585,133827
144585,133812
144585,133768
144603,143256
144603,144803
144747,144748
144747,135170
144747,131931
144747,131810
144747,132053
144748,144747
144748,134477
144748,131995
144803,144603
144803,143256
144825,205444
144834,134169
144834,134170
144834,134167
144834,134085
144834,131735
144863,132596
144863,191861
144863,132494
144883,132842
144883,132963
144883,133008
144964,172183
144965,132903
145003,136850
145003,135829
145003,182072
145024,143259
145043,202731
145065,202731
145072,205754
145083,145103
145083,190363
145103,135599
145103,145083
145423,205694
145485,132551
145507,186484
145508,133021
145508,132423
145508,132097
145508,135218
145515,132293
145515,132882
145515,132854
145515,176414
145515,132718
145515,132289
145515,132197
145515,202774
145519,132506
145519,132563
145519,132413
145519,132562
145521,135602
145521,132330
145521,132329
145522,183859
145525,133481
145525,132326
145525,132286
145529,133073
145529,133062
145529,132958
145529,132606
145529,132605
145529,132599
145529,132598
145529,132593
145543,132852
145544,186346
145555,173183
145555,132454
145558,132276
145578,187022
145683,132676
145683,134402
145683,135545
145703,139314
145743,182126
145778,135976
145792,181228
145792,181227
145885,135992
145885,205441
145903,135208
145903,133022
145903,136692
145904,133022
145904,136692
145904,135208
145943,133796
145943,133808
145984,147183
145984,148187
145985,151167
145985,148187
145986,148187
145986,147183
145986,151167
145988,151324
145988,145994
145988,148181
145988,148179
145989,145994
145990,146009
145990,148947
145990,148948
145990,146337
145990,146336
145990,146027
145990,146330
145990,148712
145990,146393
145990,146026
145992,146697
145992,146008
145992,146323
145992,147263
145992,151183
145992,149346
145992,151184
145992,146696
145992,149575
145992,150743
145992,151193
145992,151192
145992,151191
145992,145994
145992,147505
145992,146945
145992,147011
145992,151190
145992,146406
145994,145992
145994,147011
145994,151324
145994,145988
145994,146358
145994,145989
145995,146514
145995,146994
145995,146991
145995,146549
145995,146548
145995,146986
145995,146020
145995,146547
145995,146543
145995,146546
145995,146701
145995,146511
145995,146415
145995,146545
145995,146555
145995,146556
145995,146558
145995,146506
145995,146562
145995,146559
145995,146507
145995,146551
145995,147223
145995,146019
145995,146700
145995,150844
145995,147244
145995,146736
145995,147245
145995,150843
145995,147243
145996,146650
145996,146340
145996,146336
145996,146409
145996,146360
145996,146337
145996,146763
145996,146355
145996,149368
145996,146443
145996,151543
145997,147001
145997,147166
145997,147695
145997,147301
145997,148132
145997,146998
145997,148131
145997,146988
145997,146993
145997,146635
145997,147044
145997,147693
145997,148133
145997,147694
145997,147184
145997,147167
145997,146443
145997,146330
145997,147163
145997,151543
145997,146650
145997,148186
145997,147006
145997,147005
145997,146126
145997,146999
145997,147007
145997,185997
145997,186179
145997,186180
145997,148739
145997,186175
145997,186129
145997,186083
145997,186274
145998,146337
145998,151167
145998,146336
145998,151143
145998,146413
145998,146342
145998,185876
145998,185874
145999,146755
145999,151483
145999,151505
145999,151506
145999,151509
145999,151503
145999,147263
145999,151504
146000,150745
146000,151385
146000,151386
146000,148142
146000,146689
146000,147633
146000,147631
146001,151386
146001,151383
146001,146689
146001,149275
146001,151385
146002,151384
146002,146689
146002,151383
146003,149275
146003,151383
146003,151384
146003,146336
146003,146337
146004,149275
146004,146337
146004,146336
146007,146336
146007,146337
146007,151404
146007,151403
146007,147275
146007,151405
146008,145992
146008,148184
146008,151324
146008,148183
146009,147010
146009,148165
146009,145990
146012,146966
146012,146972
146012,150945
146017,147185
146018,147010
146019,145995
146020,145995
146026,150943
146026,150903
146026,151325
146026,146056
146026,150929
146026,145990
146026,147010
146026,148163
146027,151304
146027,150943
146027,151323
146027,148163
146027,145990
146027,147010
146027,150929
146027,151265
146027,146885
146027,151325
146029,146971
146046,185856
146049,146972
146049,146966
146051,150126
146056,146026
146064,202839
146066,150926
146066,150924
146068,150928
146068,150925
146068,150924
146068,150926
146068,146963
146081,185840
146087,146963
146088,150945
146088,146903
146089,146970
146089,146963
146090,150945
146090,146903
146091,150945
146092,150945
146092,146963
146100,150927
146101,150927
146103,150924
146103,150927
146103,150928
146103,150925
146104,150928
146106,202839
146107,150924
146108,150924
146110,185840
146110,185868
146113,185856
146115,150927
146115,150928
146126,147000
146126,147006
146126,147005
146126,145997
146126,147184
146126,146999
146126,147004
146126,147007
146126,146988
146126,146990
146126,147103
146126,147044
146126,146995
146126,146997
146126,146996
146126,147008
146126,147001
146126,146998
146126,147083
146126,186179
146126,186172
146126,186173
146126,186247
146126,186274
146126,186177
146126,186178
146126,186180
146126,192358
146130,148205
146136,148205
146137,181881
146141,148205
146141,192358
146146,147083
146146,186247
146148,186276
146148,184826
146148,186275
146150,148186
146151,181869
146152,148186
146155,148205
146155,181881
146183,146964
146183,186174
146189,146967
146323,151324
146323,148183
146323,145992
146323,148184
146324,148183
146324,151324
146330,148165
146330,145990
146330,145997
146330,148166
146330,185997
146336,151106
146336,151304
146336,151323
146336,145990
146336,146007
146336,151325
146336,145996
146336,148166
146336,151284
146336,145998
146336,146004
146336,148167
146336,146003
146336,148168
146336,148169
146336,195864
146337,146007
146337,146004
146337,148168
146337,146003
146337,145998
146337,145990
146337,148167
146337,151323
146337,151325
146337,145996
146337,148169
146337,151106
146337,151284
146337,148166
146337,151304
146337,195864
146340,145996
146340,151108
146340,185996
146340,185997
146342,145998
146349,147010
146355,145996
146355,151106
146355,151108
146355,195864
146358,145994
146359,151324
146359,186171
146360,151284
146360,145996
146393,145990
146393,148165
146393,147010
146406,147011
146406,145992
146407,146887
146409,151110
146409,145996
146411,147010
146411,147011
146411,186171
146413,145998
146413,185876
146415,145995
146415,147010
146418,147002
146418,147011
146443,145997
146443,145996
146443,185997
146443,185996
146469,151324
146469,151325
146471,151324
146505,147010
146506,146885
146506,147010
146506,151265
146506,145995
146507,147010
146507,145995
146509,147010
146511,145995
146514,145995
146543,145995
146545,145995
146546,145995
146547,145995
146548,145995
146549,145995
146551,145995
146555,145995
146556,145995
146558,145995
146558,146968
146559,145995
146561,147010
146562,145995
146565,148704
146566,148704
146585,148187
146585,148189
146585,148190
146585,196184
146585,146732
146585,196183
146607,148183
146608,148183
146609,185876
146611,147010
146611,151263
146611,146992
146611,148187
146612,148187
146613,148187
146621,147103
146621,147010
146622,147010
146623,147125
146623,147010
146624,150210
146624,147103
146624,147010
146625,147103
146625,150210
146625,147010
146631,146969
146635,145997
146636,148191
146636,148187
146636,148193
146636,148189
146636,148188
146636,148192
146639,147010
146650,146993
146650,145996
146650,145997
146650,151543
146650,185876
146659,147010
146683,148192
146683,148187
146684,148187
146684,148192
146687,147010
146687,148187
146689,151325
146689,146002
146689,146001
146689,146000
146696,151203
146696,145992
146697,151203
146697,145992
146700,145995
146700,151325
146700,146701
146701,145995
146701,146700
146702,147011
146702,146989
146708,148187
146708,148191
146709,147184
146709,147010
146709,147003
146709,147044
146709,150133
146709,151263
146709,148191
146709,148187
146709,186082
146710,148187
146710,148191
146732,148187
146732,146841
146732,146840
146732,146585
146734,147010
146736,151325
146736,145995
146755,145999
146755,148187
146757,151509
146759,151509
146763,151110
146763,145996
146763,151106
146763,195864
146766,147011
146795,147002
146795,147011
146798,147010
146826,151225
146826,150135
146826,150134
146826,185824
146829,147010
146840,151167
146840,148190
146840,148187
146840,151168
146840,196184
146840,196183
146840,146732
146841,148190
146841,151168
146841,151167
146841,148187
146841,196183
146841,196184
146841,146732
146866,148187
146885,147223
146885,146506
146885,146027
146886,150844
146886,147244
146886,147245
146887,146407
146903,146090
146903,146088
146923,150603
146945,151204
