"CLA_GR_UID","THE_TE_UID","TERM","INDEX_TERM","SCOPE_NOTE","STATUS","IMAGE_EXISTS"
128,96927,"DRILL BIT","Y","The cutting part of a drill. Often bits are interchangeable.","P",
128,95756,"ETCHING TOOL","Y","A tool used in etching which is the use of acid to breakdown parts of a metal plate in order to create an image.","P",
128,96930,"FILE","Y","A tool, usually metal, with roughened surfaces in the form of very small teeth.","P",
128,96932,"FOLDING KNIFE","Y","A knife with a hinged blade which folds into a slot in the handle.","P",
128,96934,"GOUGE","Y","A tool with a sharp, concave edge for shaping wood, stone or metal.","P",
128,96370,"GRINDSTONE","Y","A revolving stone used to sharpen or polish by grinding.","P",
128,96477,"HAMMER","Y","A blunt headed instrument used for striking objects.","P",
128,97032,"INGOT MOULD","Y","A mould in which an ingot is made.","P",
128,97033,"KILN FURNITURE","Y","The constituent parts of a kiln.","P",
128,96940,"KNITTING NEEDLE","Y","An instrument used to create and link loops of yarn to produce a garment.","P",
128,97041,"LEATHER STAMP","Y","An engraved object which when struck imparts the image engraved onto the leather.","P",
128,96942,"LEVER","Y","A bar used to increase the force being brought to bear in order to move an object.","P",
128,96286,"LOCKING MECHANISM","Y","A device used to lock another object.","P",
128,96944,"LOOM","Y","An apparatus worked by hand or mechanically for weaving yarn into textile.","P",
128,96945,"MARKING TOOL","Y","A tool used to impart an image, impression or mark onto a surface.","P",
128,96472,"MOULD","Y","A pattern used to create a consistent shape for an object, often hollow and reusable.","P",
128,96950,"NEEDLE","Y","A thin, pointed implement used for sewing with a hole at the blunt end for threading the sewing material.","P",
128,96953,"PENKNIFE","Y","A small, sharp bladed knife for sharpening pens, originally sheathed, now the blades fold.","P",
128,96954,"PINCERS","Y","A tool for gripping with, often used to pinch objects together.","P",
128,96955,"PLANE","Y","A tool used to smooth wood. It has a flat surface with an adjustable blade protruding through it.","P",
128,96378,"PLANO CONVEX KNIFE","Y","A flint tool with a convex top and flat base.","P",
128,95347,"PLUMB BOB","Y","A weight hung on a piece of string or twine used to show the vertical.","P",
128,96379,"POINT","Y","A tool with a sharp tapering end used for piercing materials or as a weapon point.","P",
128,96958,"POLISHER","Y","Polished bone used to burnish objects eg pottery.","P",
128,97049,"POTTERS TOOL","Y","A tool used in making pottery.","P",
128,97050,"POTTERS WHEEL","Y","A rotating wheel, horizontal to the ground, on which pottery is made.","P",
128,96959,"PRESS","Y","Equipment or tool used to compress an object into a desired form, a flatter appearance etc.","P",
128,97051,"PULLEY","Y","A wheel with a groove in it for a rope or cord, used to raise heavy objects.","P",
128,96960,"PUNCH","Y","A tool for perforating or stamping, used in conjunction with a hammer.","P",
128,95803,"RAKE","Y","A toothed, handled tool used to drag objects either to gather them together eg grass or hay, or to level them out eg sand or earth.","P",
128,96383,"RETOUCHED FLAKE","Y","A flake that has had small flakes removed to blunt, sharpen, refine the outline or prepare the edge of the tool.","P",
1,91509,"CLOTH CUTTERS WORKSHOP","Y","A place where processed cloth is cut for use as garments or soft furnishings, etc.","P",
1,69307,"CLOG MILL","Y","A factory or site where wooden clogs are manufactured.","P",
1,69396,"COBBLERS WORKSHOP","Y","A place where shoes and boots are mended.","P",
1,68556,"CURING HOUSE","Y","A place where meat and fruit, etc, is preserved by salting and/or drying.","P",
1,91842,"ELECTRIC WINCH","Y","A hoisting mechanism powered by electricity.","P",
1,70239,"GOODS YARD","Y","A site where merchandise and goods are temporarily stored before or after transportation by rail.","P",
1,92249,"HOLDING SHED","Y","A building where merchandise and goods are temporarily stored before or after transportation by rail.","P",
1,70207,"AIR TERMINAL","Y","A building at an airport from where passengers embark and disembark from an aircraft.","P",
1,71514,"BACK TO BACK HOUSE","Y","A house in a terrace consisting of a double row of houses sharing a common back wall, characteristic of industrial cities in the North of England.","P",
1,91195,"BLANKET MILL","Y","A factory where lengths of soft, woollen cloth, loosely woven to retain heat, used as a bed covering, were manufactured.","P",
1,70256,"BUS DEPOT","Y","A building, with adjacent open areas, in which buses are maintained, usually having an extensive area free from upright columns or stanchions to permit overnight storage, repair bays, stores and an office.","P",
1,71441,"BUS STATION","Y","A building and open area from which buses, usually those working local or regional services, begin or end their journeys.","P",
1,91353,"CANVAS WORKS","Y","A site where canvas, coarse, unbleached cloth, made from hemp or flax, was manufactured.","P",
1,69217,"CHAIN WORKS","Y","A site where wrought iron or steel chains were manufactured.","P",
1,91477,"CIRCUS (RECREATIONAL)","Y","A site where traditional public shows, in which the display of exotic animals, combined with feats of agility and comedy, were held.","P",
1,91476,"CIRCULAR KILN","Y","A circular kiln or oven used in the manufacture of bricks. Common in Staffordshire in the 18th century.","P",
1,91523,"CLUSTER HOUSE","Y","A group of four houses in quadruplex form within a single block, of approximately square plan and set in a spacious garden. Such houses were usually provided for supervisory or skilled workers within a textile factory.","P",
1,69124,"CONFECTIONERY WORKS","Y","A site where products containing sugar or honey, such as cakes, sweets, crystallized fruits or jam, were manufactured.","P",
1,69260,"DRESSING FLOOR","Y","The place where metallic ores were crushed and washed to remove waste, forming a concentrate which could be used in a smelter.","P",
1,91854,"ENAMELLING KILN","Y","A low-temperature oven for the firing of metallic-based colour onto pottery after glazing.","P",
1,91961,"FLASH LOCK","Y","A form of lock on a river, which increased the depth upstream and had a gated opening.","P",
1,69128,"FLOUR MILL","Y","A factory where flour was produced for use in food products.","P",
1,92181,"GYPSUM DRYING KILN","Y","A kiln where gypsum was dried to a state where it could be used as plaster of Paris or for the production of cement.","P",
1,69310,"HORIZONTAL AIR MILL","Y","A type of tower mill, either with turbine-type sails able to take wind from any direction, or with sails working with shrouds to direct wind from one direction. The sails directly drove millstones set beneath them.","P",
1,91205,"BLIND BACK HOUSE","Y","A house with windows and doors on one side only; often built facing inwards onto a burgage plot, or sometimes on a steep slope, with no apertures on the uphill side.","P",
1,91206,"BLIND BACK TERRACE","Y","A terrace with windows and doors on one side only, often built facing inwards onto a burgage plot, or sometimes on a steep slope, with no apertures on the uphill side.","P",
1,69200,"INDUSTRIAL ESTATE","Y","An area of land owned by a developer, whether a private entrepreneur or a public authority, and divided into plots for leasing or sale to manufacturing or commercial concerns which may share some common services.","P",
1,92354,"INDUSTRIAL SCHOOL","Y","A boarding or day school for children who had committed minor crimes or who lived in circumstances where they were likely to commit crime.","P",
1,92397,"JUNCTION LOCK","Y","A lock at the point where two waterways join together.","P",
1,92511,"LOCKSMITHS WORKSHOP","Y","A place where padlocks and rim locks for doors are made from iron and brass.","P",
1,87826,"MARSHALLING YARD","Y","A series of parallel railway sidings on which goods wagons originating from different locations can be sorted or re-sorted into new trains before being despatched to their next destination or sorting points.","P",
1,69153,"OIL REFINERY","Y","A works where crude oil is distilled into its fractions or cuts.","P",
1,93045,"PUTTY MILL","Y","A factory where putty, used as a means of securing windows and for setting plumbing fixtures, is produced from a combination of whiting and oil.","P",
1,70245,"RAILWAY SIGNAL","Y","A structure with semaphore arms and/or coloured lights used as a means of warning on railway systems.","P",
1,93325,"SIGNAL TOWER","Y","A tower in a semaphore communication system. Often a three-storey building on a hill in line-of-sight, signal towers provided working and living space, usually for two crewmen with their families.","P",
1,69135,"SUGAR REFINERY","Y","A site where sugar beet was processed before being washed and dried to form granulated sugar.","P",
1,93515,"TELEGRAPH OFFICE","Y","The main office of a telegraph company containing rows of tables set with Morse sounders, keys, relays and pigeon holes from where MORSE coded messages were transmitted and received and telegrams dispatched.","P",
1,93586,"TOBACCO WAREHOUSE","Y","A building designed specifically for handling tobacco. This may be a bonded warehouse containing facilities for removing tobacco leaves from the hogsheads in which they were imported, and pressing them.","P",
1,92508,"LOCK SILL","Y","The masonry beneath a lock gate, sometimes projecting several feet from the gate.","P",
128,96783,"JAR","Y","A wide mouthed container, usually cylindrical without handles.","P",
128,96706,"JEWELLERY","Y","An object, often including gems and ornamentation, used as an adornment, usually on a person.","P",
128,96784,"JUG","Y","A container for holding or pouring liquids, usually having a handle or lip.","P",
128,96593,"KERCHIEF","Y","A piece of cloth worn over the head.","P",
1,93582,"TIRONIAN ALIEN CELL","Y","A residence of two or three monks of the Order of Tiron dependent on a foreign mother house.","P",
1,94002,"SERVITE FRIARY","Y","A friary of the Order of the Friar servants of the Blessed Virgin Mary or Servites. The Servite Fathers came to England in 1864.","P",
1,70122,"HOSPITALLERS CAMERA","Y","A residence used during short visits by an official and attendants of the Knights Hospitallers for administrative purposes on their estates.","P",
1,70136,"BENEDICTINE DOUBLE HOUSE","Y","A mixed house of nuns and religious men of the Benedictine order.","P",
1,91359,"CARMELITE NUNNERY","Y","A site inhabited by a modern order of nuns, founded in 1900 at Lanherne, Cornwall, following Carmelite traditions.","P",
1,70150,"CARTHUSIAN GRANGE","Y","An outlying farm or estate belonging to the Carthusian order.","P",
1,91481,"CISTERCIAN ALIEN CELL","Y","A residence of two or three monks of the Cistercian order dependent on a foreign mother house.","P",
1,70128,"CISTERCIAN CELL","Y","A residence of two or three monks of the Cistercian order dependent on an English mother house.","P",
1,70151,"CISTERCIAN GRANGE","Y","An outlying farm or estate belonging to the Cistercian order.","P",
1,70129,"CLUNIAC CELL","Y","A residence of two or three monks of the Cluniac order dependent on an English mother house.","P",
1,70131,"PREMONSTRATENSIAN CELL","Y","A residence of two or three monks of the Premonstratensian order dependent on an English mother house.","P",
