"CLA_GR_UID","THE_TE_UID","TERM","INDEX_TERM","SCOPE_NOTE","STATUS","IMAGE_EXISTS"
128,96552,"SHEET","Y","A large piece of material used on a bed for sleeping on or under.","P",
128,96555,"STOOL","Y","A small type of seat, usually without a back, set on legs.","P",
128,96563,"WALL COVERING","Y","An item designed to cover, decorate or enhance a wall.","P",
128,96565,"WINDOW COVERING","Y","An item hung over a window, usually can be open or shut to allow light in.","P",
128,100108,"Fire Guard","N",,"N",
128,100109,"TINDER BOX","Y","A box containing tinder, any dry inflammable material, usually also contains flint and steel for lighting fires.","P",
128,96176,"BRAZIER","Y","A metal receptacle used for burning coals, charcoal etc to provide heat.","P",
128,96187,"CANDLE","Y","An object made up of a wick surrounded by wax or tallow which burns slowly to provide light.","P",
128,96192,"CANDLE HOLDER","Y","An object in which a candle is put in order to provide light.","P",
128,96195,"CANDLE STAND","Y","A tall holder for candles which stands on the floor.","P",
128,96198,"CANDLESTICK","Y","A container for one or more candles.","P",
128,96199,"CHANDELIER","Y","A hanging frame with branches which act as candle holders or to which lights are attached.","P",
128,96200,"CRESSET LAMP","Y","An open lamp which was filled with oil then a wick floated on the oil.","P",
128,96213,"LAMP","Y","An appliance that produces light by means of a liquid fuel and a wick.","P",
128,96214,"LAMP FILLER","Y","A small container used to fill a lamp with fuel.","P",
128,96216,"LAMP HANGER","Y","The support from which a lamp was hung.","P",
128,96218,"LANTERN","Y","An object which encloses a light source but allows light out through holes, glass etc.","P",
128,96957,"POKER","Y","A bar or rod, usually of metal, used to push another object into place eg to push coals within a fire.","P",
128,96800,"POT BOILER","Y","A stone heated in a fire then dropped into a liquid to heat it.","P",
128,96220,"RUSH LIGHT","Y","A light made by dipping a rush in grease.","P",
128,96185,"SPILL","Y","A slim piece of wood used to ignite fires, lamps, ovens etc.","P",
128,97422,"STOVE","Y","A closed chamber used for heating or baking objects.","P",
128,96230,"STRIKE A LIGHT","Y","A triangular sectioned rod probably used for making sparks.","P",
128,96223,"WARMING PAN","Y","A pan with a long handle which would be filled with coals and drawn over sheets to warm a bed.","P",
128,96222,"WICK","Y","A twisted fibre which is immersed in wax, grease or oil except for one end which is lit.","P",
128,100110,"LITHARGE","Y","A residue, primarily lead oxide, formed during refining silver","P",
128,100111,"TRANCHET FLAKE","Y","Characteristic waste flakes struck off in the manufacture of adzes.","P",
128,100112,"AXEHEAD ROUGHOUT","Y","An unfinished, roughly shaped axehead.","P",
128,100113,"Motif Piece","N",,"N",
128,96278,"KEY BLANK","Y","An object which is going to become a key. It has the shape but has not been cut to fit a lock.","P",
128,100114,"Levallois Point","N",,"N",
128,100115,"Tortoise Core","N",,"N",
128,95792,"MILLSTONE ROUGHOUT","Y","An partly-worked millstone that is still to be finished.","P",
128,97410,"QUERN ROUGHOUT","Y","An initially worked quern that is still to be finished.","P",
128,96294,"PADLOCK KEY BLANK","Y","An object that is to become a padlock key. It has the correct shape but has yet to be cut to fit the lock.","P",
128,97401,"PATTERN","Y","An example from which another object is made.","P",
128,96466,"TEMPLATE","Y","A pattern cut out in wood or metal to help shape something accurately or to reproduce shapes.","P",
128,96283,"LATCHLIFTER","Y","A shaped rod which passed through a hole in the door and was used to raise a latch or to slide a bolt.","P",
1,99588,"PHENOL WORKS","Y","A chemical works engaged in the production of the coal tar derivative phenol, a chemical used for the manufacture of explosives during WWI.","P",
128,97390,"MICROBURIN","Y","A by-product of the production of microliths.","P",
1,71127,"RAISED PAVEMENT","Y","A pavement walkway for pedestrian use, often raised above the level of a road or path.","P",
128,96373,"MICROLITH","Y","A very small flint or other stone tool.","P",
128,96914,"AWL","Y","A simple, pointed implement for piercing.","P",
1,93287,"SERVICES HOME","Y","A residential establishment for retired armed servicemen and women.","P",
128,97065,"STROP","Y","A leather strap for sharpening a razor.","P",
128,97058,"SLICKER","Y","A knife used to rub grease into a hide and to force dirt out of it. The knife is symmetrical with a handle at each end.","P",
128,97002,"DRAWKNIFE","Y","A knife handled at both ends used to shave wood.","P",
128,96943,"LINEN SMOOTHER","Y","A flattened glass sphere used to give linen a gloss.","P",
128,96928,"END SCRAPER","Y","A flint blade or flake with retouch on one or both ends.","P",
1,71782,"ROAD VIADUCT","Y","A bridge, usually resting on raised arches, carrying a road across low-lying land or water.","P",
128,97144,"THUMB NAIL SCRAPER","Y","A small semi circular scraper current in the Bronze Age.","P",
128,97062,"SPOKESHAVE","Y","A short blade set at an angle in a slot between two handles.","P",
1,71713,"RAILWAY WAREHOUSE","Y","A large building, situated at a railway terminus, used for the temporary storage of goods or merchandise awaiting transportation to or from a railway.","P",
128,97060,"SNARLING IRON","Y","A rod used to create repousee work on metal vessels. The rod is Z shaped.","P",
128,96921,"CARDER","Y","A flat board with short spikes used to comb out the staple of wool to remove tangles before spinning. Usually used in pairs.","P",
128,96989,"CARDING COMB","Y","A comb used to comb fibre before spinning.","P",
128,97075,"WEAVING BATTEN","Y","A flat blade used to beat the weft against the newly woven cloth in weaving.","P",
1,93151,"ROAD SIGN","Y","A sign, often mounted on a post next to a roadside, giving directions or other instructions.","P",
1,93152,"ROAD TRANSPORT DEPOT","Y","A place where goods and merchandise are temporarily stored before being transported to or from somewhere by road.","P",
1,70247,"RAILWAY STATION","Y","A place where railway trains regularly stop for taking up and setting down passengers or for receiving goods for transport.","P",
128,96977,"WEAVING COMB","Y","A toothed comb used to beat the weft against the cloth in weaving.","P",
128,97076,"WEAVING TABLET","Y","An object used in tablet weaving to control the shed.","P",
1,71458,"RAILWAY SIDING","Y","A short piece of track lying parallel to the main railway line enabling trains and trucks to pass one another. Sidings can also be used to park trains which are not in use.","P",
1,93089,"RAILWAY STOREHOUSE","Y","A small store building at a railway station for the storage of equipment and other stores associated with the railway.","P",
128,97006,"Flax Pounder","N",,"N",
128,95786,"MATTOCK","Y","A tool used for digging where the blade is at right angles to the handle.","P",
128,96947,"MAUL","Y","A massive hammer of wood, stone or iron.","P",
128,95795,"PICK","Y","A tool with a pointed head for breaking ground.","P",
128,95796,"PICKAXE","Y","A pick with a point at one end and a cutting blade at the other end.","P",
128,97066,"SWAGE","Y","A tool used to reduce the diameter of metal rods. Consists of a pair of semicylindrical surfaces.","P",
128,96973,"TENTERHOOK","Y","Hook used to support cloth on a tenter frame after fulling to dry the cloth.","P",
1,92760,"NONCONFORMIST CHURCH","Y","A place of worship for members of Protestant sects dissenting from the established Church.","P",
1,71827,"DRYING KILN","Y","A furnace or oven used for drying items or materials. Use specific type where possible.","P",
128,99627,"FOOD AND LIQUID STORAGE CONTAINER","Y","A container for the storage and/or transport of food and/or liquid.","P",
128,99628,"BEE SKEP","Y","A portable beehive, often made of straw.","P",
128,99629,"DEATH BURIAL OR FUNERARY OBJECT","N","An object related to deaths, burials or funerals.","P",
128,95903,"CINERARY URN","Y","A container, in the form of an urn, for keeping the ashes of the dead after cremation.","P",
128,97353,"CROOK","Y","A staff with a bent head used by a shepherd. For a crook used by a bishop use crozier.","P",
128,99632,"RELIGIOUS STRUCTURAL OBJECT","N","Use for structural objects within or connected to a place of worship, eg font. For structures, use a monuments thesaurus.","P",
1,99634,"London Vestry Hall","N",,"N",
128,97083,"ARMOUR AND WEAPONS","N","Protective covering for personal defence, objects designed to kill, injure or overwhelm an opponent or quarry, and ancillary equipment.","P",
1,92309,"HUGUENOT BURIAL GROUND","Y","A place of burial for members of the French Protestant Church.","P",
128,96982,"TOOLS AND EQUIPMENT","N","Tools and equipment with a specific function and those for which a function cannot be assigned with any degree of certainty. Where the function is known, the term is also included under the relevant Class.","P",
128,95070,"UNASSIGNED","N","Objects which cannot be assigned to any one particular class, or the function of which is unknown.","P",
128,97685,"WRITTEN COMMUNICATIONS","N","Objects used or associated with the transmission of ideas and information through the written medium.","P",
1,92936,"PLAGUE MEMORIAL","Y","A commemorative monument to victims of the plague.","P",
1,71658,"GUILD CHAPEL","Y","A place of worship for members of a guild.","P",
1,68680,"CHURCH HALL","Y","A hall associated with a church, used for holding functions, meetings and for conducting parish business.","P",
1,71627,"CHURCH SCHOOL","Y","A school run by a christian church.","P",
1,93558,"THROWING HOUSE","Y","A building in which pottery ware is made by shaping plastic clay on a spinning turntable, known as a potter's wheel or throwing wheel.","P",
1,87474,"COMBING SHED","Y","A textile building where the process of combing, a preparatory process for long wools, takes place.","P",
1,87478,"COMBING WORKS","Y","A site where the process of combing, the preparatory process for long wools, takes place.","P",
1,91781,"DOUBLING MILL","Y","A textile factory where the process of doubling, the twisting together of two spun yarns, takes place.","P",
128,97433,"WASTER","Y","An object which has been rejected eg due to being misshapen, spoilt etc.","P",
128,100118,"TUMBREL","Y","A balance for weighing coins.","P",
128,100119,"CROSS STAFF","Y","A navigational device.","P",
128,100120,"Modius","N",,"N",
128,100121,"BOUNDARY MARKER","Y","An indicator of the extent of an area of land.","P",
128,100122,"PECK","Y","A measure for dry substances. A quarter of a bushel.","P",
128,100123,"QUART","Y","A measure for liquid holding two pints which is a quarter of a gallon.","P",
128,100124,"GILL","Y","A measure for liquid, usually for a quarter of a pint.","P",
128,95302,"ABACUS","Y","A calculating table or frame, specifically one in which balls slide upon wires. Used for the mechanical solution of arithmetical problems.","P",
128,95305,"ASTRONOMICAL INSTRUMENT","Y","An instrument for viewing or measuring information on heavenly bodies.","P",
128,95306,"BALANCE","Y","An apparatus for weighing, usually consists of a beam on a pivot with a means of supporting the object to be weighed on one side and weights on the other.","P",
128,95327,"CALENDAR","Y","A table of months and days in the year.","P",
128,97140,"GEOMETRY INSTRUMENT","N","Instruments used within geometry, geometrical drawing and navigational mapping.","P",
128,95356,"GRAIN MEASURE","Y","A container holding a set quantity used specifically for measuring grains or cereal.","P",
128,95350,"MILESTONE","Y","An object used to mark each mile and to indicate distances to locations.","P",
128,95343,"RULE","Y","A graduated length of material used for measuring distances.","P",
128,95319,"THERMOMETER","Y","An instrument designed to measure temperature.","P",
128,97142,"TIME MEASURING INSTRUMENT","N","An instrument used to measure the passing of time.","P",
128,95322,"WEATHER VANE","Y","An object with a broad enough blade which catches the wind and so is pushed until it shows the direction the wind is blowing in.","P",
128,95324,"WEIGHT","Y","An object used to weigh something down or to measure the weight of another object.","P",
128,95259,"BLEEDING CUP","Y","A container used to catch blood during bleeding.","P",
128,95256,"APOTHECARY LADLE","Y","A ladle used for the making of drugs and medicines.","P",
128,95260,"BURR","Y","A small hand operated rotary drill used by dentists.","P",
128,95262,"CATHETER","Y","A long, slender, flexible tube for inserting into a body cavity for the introduction or withdrawal of fluids.","P",
128,95269,"DENTAL IMPLEMENT","Y","Tool used in dentistry either for examination or surgery.","P",
128,95275,"EYE BATH","Y","A small shaped container designed to bathe the eye.","P",
128,95276,"FORCEPS","Y","An instrument in the form of a pair of pincers used to grip and pull objects, usually used in surgery.","P",
128,95278,"LENS","Y","A piece of material, usually glass, which has been ground into shape to enhance vision or protect the eyes.","P",
128,95280,"MEDICAL IMPLEMENT","Y","an instrument or tool used for medical purposes.","P",
128,95292,"PROBE","Y","A tool used to examine or explore a cavity eg surgically for exploring the depth and direction of wounds.","P",
128,95294,"SCALPEL","Y","A small knife used in surgery.","P",
128,95295,"SPATULA","Y","A flat object which is broad and rounded at one end and tapers to a handle at the other.","P",
128,95297,"SURGICAL INSTRUMENT","Y","An instrument used for surgery, which is the treatment of injuries by instruments and manually.","P",
128,100125,"Handbell","N",,"N",
128,100126,"MUSICAL INSTRUMENT <BY SOUND PRODUCTION>","N","Musical instruments by how the sound is produced by the instrument.","P",
128,100127,"MUSICAL INSTRUMENT <BY AIR>","N","A musical instrument producing sound by air vibrating.","P",
128,100128,"MUSICAL INSTRUMENT <BY STRING>","N","A musical instrument producing sound by the use of strings.","P",
128,100129,"MUSICAL INSTRUMENT <BY MEMBRANE>","N","A musical instrument producing sound from a membrane.","P",
128,100130,"MUSICAL INSTRUMENT <INTEGRAL>","N","A musical instrument producing sound from its own body.","P",
128,95549,"CROTAL","Y","An enclosed, round bell with a slit, sounded by a loose internal pellet.","P",
128,95526,"BEATER (MUSIC)","Y","A wooden or metal object used to provide a rhythm by striking another object.","P",
128,95527,"BOW (MUSIC)","Y","A strung object used to produce sound usually from a string instrument eg a violin bow.","P",
128,95476,"BULLROARER","Y","A piece of wood attached to a thong that makes a roaring sound when the thong is whirled.","P",
128,95479,"FIDDLE","Y","A stringed musical instrument, usually played with a bow.","P",
128,95530,"Fingerboard","N",,"N",
128,95531,"Fret","N",,"N",
128,95481,"GUITAR","Y","A stringed instrument with a fingerboard which has frets on it.","P",
128,95488,"JEWS HARP","Y","An instrument consisting of a small lyre-shaped metal frame held between the teeth, with a steel tongue plucked with the finger.","P",
128,95492,"MANDOLIN","Y","A stringed instrument with a very rounded body.","P",
128,95493,"Mouthpiece","N",,"N",
128,95535,"PEDAL (MUSIC)","Y","A part of a musical instrument played by the feet.","P",
128,95536,"Peg Arm","N",,"N",
128,95501,"PLECTRUM","Y","Any instrument for plucking or strumming a string eg a small piece of wood or plastic used to strum a guitar.","P",
128,95504,"SHAUM","Y","A medieval wind instrument.","P",
128,95538,"SOUNDBOARD","Y","A thin board forming part of a musical instrument and placed in a position to strengthen or increase its sound.","P",
128,95539,"SOUNDBOX","Y","The part of a musical instrument in which notes resonate and increase the sound of the instrument.","P",
128,95540,"STOP (MUSIC)","Y","Part of an instrument that is used to modify or limit the sound of a note.","P",
128,95514,"TRIANGLE","Y","A triangle of metal which, when struck, produces a note.","P",
128,95507,"TUNING PEG","Y","The peg of a stringed instrument which, when tightened or loosened, tunes the string of the instrument.","P",
128,100132,"COFFIN FITTING","Y","A part of a coffin that is removable eg handle, mount etc.","P",
128,100133,"Coffin Plate","N",,"N",
128,100134,"Funerary Chalice","N",,"N",
128,100135,"OGHAM STONE","Y","A stone inscribed or marked with ogham letters used for a memorial","P",
128,100136,"Namestone","N",,"N",
128,100137,"Rood","N",,"N",
128,100138,"BALL (RITUAL)","Y","Polished stone balls interpreted as ritual objects in the Scottish Iron Age.","P",
128,95912,"CROSS","Y","An object consisting of a vertical member with a transverse member. Usually there is a religious or ritual significance to such an object.","P",
128,100139,"Diptych (Written)","N",,"N",
128,95834,"TRIPTYCH (RELIGIOUS)","Y","A three panelled altar decoration that can be closed.","P",
128,100140,"Triptych (Written)","N",,"N",
128,97137,"SKI","Y","Each of a pair of long narrow pieces of wood, usually pointed and turned up at the front, fastened under the feet for travel on snow.","P",
128,95453,"BOAT","Y","A small vessel propelled on water by an engine, oars or sails.","P",
1,71620,"LACE DRYING HOUSE","Y","A building where lace was laid out to dry.","P",
1,71381,"LOOMSHOP","Y","The room housing the looms in a domestic handloom weavers cottage. In general, wool loomshops were above the living quarters, whereas cotton loomshops were often below in a cellar, since the floor was usually kept damp to aid the weaving of the cotton.","P",
1,92528,"MACHINE TOOL ENGINEERING WORKS","Y","A site where machine tools, machines designed to remove surplus material from a work piece by accurately guided cutting tools, are manufactured.","P",
1,68567,"MALT KILN","Y","A kiln with a pyramid roof and capped vent in which barley is dried. Found on the site of a malt house.","P",
1,71699,"MECHANICS INSTITUTE","Y","A building where artisans could learn more about their craft, and the scientific and theoretical principles behind it, by attending lectures and the use of the reading room facilities.","P",
1,92709,"MUG HOUSE","Y","An 18th century cottage with a pottery kiln attached.","P",
1,92932,"PITCHBACK WHEEL","Y","A type of waterwheel where the incoming supply of water leaves a launder near the top of the wheel, and drops onto the paddles or buckets of the wheel which rotates in the reverse direction to that of the incoming flow.","P",
1,69268,"PROSPECTING PIT","Y","A pit dug in the prospect of finding valuable minerals, coal, metal ores, etc, beneath the ground surface.","P",
1,69269,"Prospecting Trench","N",,"N",
1,71460,"PURIFIER","Y","A machine used in a mill to remove bran scales and flour from grits or middlings.","P",
1,91500,"CLEARING HOUSE","Y","A central office dealing with financial accounts.","P",
1,69424,"SAW PIT","Y","A place where tree trunks were sawn into planks by hand.","P",
1,93329,"SILK DRYING SHED","Y","A building in which silk was dried.","P",
1,93362,"SOAKING PIT","Y","A furnace for holding hot steel ingots to equalize their temperature before they are hot-rolled in a steel-making or rolling mill complex.","P",
1,69326,"SPINNING MILL","Y","A mill or factory in which raw cotton, wool, nylon or other material is spun into yarn or thread.","P",
1,93510,"TEAZLE DRYING HOUSE","Y","A building used to dry teazle heads in. Teazles were used to raise the nap on cloth in teazle shops.","P",
1,69279,"WASH KILN","Y","A type of buddle used as an ore-cleaning device for seperating metallic ore from waste material by washing the dirty ore in a continuous flow of water.","P",
1,93777,"WATER TURBINE","Y","A prime mover in which a central wheel with curved vanes, enclosed in a chamber, receives water directed onto the curved vanes by a ring of fixed guide vanes, causing the wheel to rotate about its axis.","P",
128,95444,"CORACLE","Y","A small boat of wickerwork covered by a watertight material.","P",
128,95438,"OAR","Y","A pole with a blade used for rowing or steering a boat by leverage against the water.","P",
128,96006,"BEAM","Y","A load carrying horizontal structural member.","P",
128,96630,"BELT","Y","A band of leather, cloth etc worn usually around the waist to support clothing, carry weapons, pouches, tools etc or as a decoration.","P",
128,96612,"BLOUSE","Y","A shirt like garment.","P",
128,96823,"BOTTLE","Y","A container, typically cylindrical with a narrow neck, usually for containing liquids.","P",
128,96654,"BRACELET","Y","Ornamental band or chain worn around the arm or wrist.","P",
128,96826,"CAN","Y","A metal container for liquids and foodstuffs, often sealed.","P",
128,96828,"CARBOY","Y","A large bottle, generally protected by a basket or box, usually used for containing corrosive liquids, etc.","P",
128,97672,"CANISTER (FOOD)","Y","A container for dried foodstuffs.","P",
128,97673,"CANISTER (SHOT)","Y","A container filled with musket balls, metal fragments, nails etc. Designed to kill or maim the enemy at a close range.","P",
128,96445,"CASKET","Y","A small box or chest for valuables, especially jewels.","P",
128,96757,"CAULDRON","Y","A large pot used for boiling.","P",
128,96633,"CHOKER","Y","A neck band or necklace worn tightly around the throat.","P",
128,96248,"CLASP","Y","A contrivance of interlocking parts used to fasten objects together.","P",
128,96762,"COLANDER","Y","A pan with a perforated bottom for straining or rinsing food.","P",
128,96848,"COSTREL","Y","A portable medieval container usually cylindrical or barrel shaped.","P",
128,96851,"CRUCIBLE","Y","A container in which substances are heated to high temperatures.","P",
128,96775,"FLAGON","Y","Container with a handle, spout and narrow neck.","P",
128,95831,"FRIEZE","Y","A decorative band or feature.","P",
128,96780,"FRYING PAN","Y","A long handled shallow pan used for frying.","P",
128,96606,"GAITER","Y","Cloth or leather covering for the leg or ankle.","P",
128,96624,"GIRDLE","Y","A form of belt or sash worn to hold in garments.","P",
128,96782,"GOBLET","Y","A container for drinking, with a base and stem but without handles.","P",
128,95682,"HARNESS","Y","The arrangement of straps used to control an animal and/or to attach the animal to a vehicle.","P",
128,96270,"HASP","Y","A hinged or looped clasp that fits over a staple and is secured by a pin, bolt or padlock.","P",
128,96859,"HOLY WATER VESSEL","Y","A container for holding water that has been blessed by a priest and is used for symbolic rituals of purification.","P",
1,70030,"GYPSUM BURIAL","Y","An inhumation burial in which the body is covered by a shroud, placed in a coffin of stone, wood or lead and covered with gypsum, plaster or lime. Roman and early Medieval.","P",
1,97258,"CASKET BURIAL","Y","A Roman cremation burial in which the human cremated remains are placed inside or adjacent to a wooden casket, frequently decorated with lion-headed mounts and studs.","P",
1,70026,"CART BURIAL","Y","A high status Iron Age grave in which a two or four wheeled vehicle accompanies a frequently richly furnished inhumation burial. A barrow may overlie the grave.","P",
1,70180,"ROCK CARVING","Y","A decorative design or illustration, often an anthropomorphic or geometrical image, carved into a stone surface, such as a cave wall or free-standing stone. Usually, though not always, of Prehistoric date.","P",
1,94418,"BOLT WORKS","Y","A site where iron or steel bolts, and often their accompanying nuts, are manufactured. Sometimes referred to as NUT AND BOLT WORKS.","P",
1,69057,"CEMENT WORKS","Y","A site where cement is manufactured for the building industry.","P",
1,69380,"WHIM HOUSE","Y","A building housing a whim, a machine worked by a horse, used for raising ores, etc, from a mine.","P",
1,93816,"WINCH HOUSE","Y","A building housing a winching mechanism.","P",
1,69328,"WEAVING MILL","Y","A factory, incorporating power driven machinery from the late 18th century, where cloth was manufactured from threads interlaced at right angles to each other in a loom.","P",
1,69418,"WEAVERS WORKSHOP","Y","A handloom weavers workshop where the weaver received yarn from a clothier and manufactured a woven piece of cloth from it.","P",
1,91025,"ALE STORE","Y","A building or area within a brewery where barrels of ale are stored.","P",
1,69284,"RAILWAY WORKS","Y","An engineering works producing items for the railway other than rolling stock, such as signals, tracks, points, etc.","P",
1,93394,"SPRING SHOP","Y","An engineering workshop for the manufacture and repair of springs.","P",
1,92261,"HORIZONTAL KILN","Y","A non-vertical kiln where the shaft and burning zone is horizontal to the ground thereby allowing material to be fed in.","P",
1,93174,"ROTARY KILN","Y","A kiln in which stone is burnt as it falls through a heated and slightly inclined steel tube.","P",
1,93293,"SHAFT KILN","Y","A vertical structure, sometimes made of steel, often used in the manufacture of cement. Material is loaded at the top, burnt in the middle and removed at the bottom.","P",
1,93389,"SPLIT SHAFT KILN","Y","A twin-shafted kiln, circular or oval in plan, consisting of a fire chamber, pre-heater and cooling chamber.","P",
1,69092,"POTTERY KILN","Y","A structure, composed of oven and hovel, used for the firing of pottery ware.","P",
1,69089,"FRITTING FURNACE","Y","A furnace for the calcining and roasting of a mixture of sand and fluxes as a preparatory stage in glass-making.","P",
1,69182,"BOWL FURNACE","Y","A small, open air bowl-shaped furnace, in which the flames are fanned by bellows. Used for both ferrous and non-ferrous smelting.","P",
1,69188,"LEAD FURNACE","Y","A furnace used for the smelting or reheating of lead.","P",
1,93495,"TANK FURNACE","Y","An enclosed furnace used for the continuous casting of plate glass.","P",
1,71455,"LOCAL GOVERNMENT OFFICE","Y","A building which houses the administrative functions of a local authority.","P",
1,93607,"TRADES UNION BUILDING","Y","A building where the administrative functions of a Trade Union are carried on.","P",
1,71369,"SHIRE HALL","Y","A county judicial building where the Quarter Session and the Assizes for the County were held.","P",
1,68787,"CORN EXCHANGE","Y","A building where samples of corn were sold or auctioned during the early to mid 19th century. When not in use, between market days, the buildings were used as public halls.","P",
1,68689,"TELEGRAPH STATION","Y","One in a chain of stations with semaphore shutters and telescopes which could relay messages according to a planned code. Used from the 1790s by the British Admiralty to speed up communications from London to the ports of Deal, Portsmouth and Plymouth.","P",
1,91702,"DEBTORS COURT","Y","A place of law to which debtors were taken for the recovery of monies by their creditors.","P",
1,71486,"MODEL FARM","Y","A farm building erected in the 18th and 19th century which were architect-designed rather than built in the local vernacular style.","P",
1,70259,"CARRIAGE HOUSE","Y","An outbuilding used for the storage and maintenance of horse-drawn carriages.","P",
1,93624,"TRANSPORT OFFICE","Y","The administrative office of a transport company who provide a service for the conveyance and transportation of either goods or people.","P",
1,92281,"HOSE TOWER","Y","A structure sited within the grounds of a fire station used for drying hoses.","P",
1,71677,"POLITICAL CLUB","Y","A building owned by a constituency political party which provides a meeting place for local political activities and also provides entertainment facilities for its members and guests.","P",
1,71477,"LEGAL CHAMBERS","Y","A room in which a judge sits to hear cases and undertake other official proceedings which are not of a sufficient importance to be brought into court.","P",
1,68692,"COUNTY HALL","Y","A building from which the administration of a county is carried out by the County Council. It is also, historically, the site where the county quarter sessions and assizes were held.","P",
1,92463,"LEARNED SOCIETY BUILDING","Y","A building for a society formed for the promotion of some branch of learning or science.","P",
1,91608,"CONSTABLES OFFICE","Y","The premises of a police officer for a parish or township who was appointed to act as a conservator of the peace within the district.","P",
1,92621,"MILITARY POLICE SECTION HOUSE","Y","A building occupied by the corps responsible for police and disciplinary duties in the armed forces.","P",
1,92583,"MAYORS RESIDENCE","Y","The official residence of the chief officer of the municipal corporation of a city or borough in England.","P",
1,92805,"Open Prison","N",,"N",
1,99643,"Minimum Security Prison","N",,"N",
1,99644,"Prison Without Walls","N",,"N",
1,99645,"Prison Without Bars","N",,"N",
1,92927,"PINNACLE","Y","A vertical, pointed structure usually resembling a pyramid or cone. Use for component of a larger building type where it is now used as a freestanding ornament.","P",
1,92302,"HOUSE OF DETENTION","Y","A building in which people are held in a state of imprisonment or confinement as punishment. Usually associated with military and political offenders.","P",
1,92472,"LEGAL OFFICE","Y","A building housing the services of professionals with an expert knowledge of the law such as the offices of solicitors, barristers and lawyers.","P",
1,99646,"Young Offenders Institute","N",,"N",
1,70488,"ALIEN CELL","Y","A residence of two or three monks dependent on a foreign mother house sent to exploit a distant estate. Alien houses were officially suppressed in 1414.","P",
1,91099,"AUGUSTINIAN ALIEN CELL","Y","A residence of two or three monks of the Augustinian order dependent on a foreign mother house.","P",
1,70126,"BENEDICTINE CELL","Y","A residence of two or three monks of the Benedictine order dependent on an English mother house.","P",
1,70123,"TEMPLARS CAMERA","Y","A residence used during short visits by an official and attendants of the Knights Templars for administrative purposes on their estates.","P",
1,70176,"TEMPLARS PRECEPTORY","Y","The residence of a preceptor, officials and servants, etc, supervising the estates of the Knights Templars military order. Includes the mother house styled the Temple, London. The Order was suppressed in 1312.","P",
128,100141,"SIGNS OR SYMBOLS","N","Objects denoting membership and/or authority. Including objects associated with ceremonial rites or symbolising secular power.","P",
128,95625,"Dice","N",,"N",
128,100142,"TABLEMAN","Y","A playing piece for the medieval game of table.","P",
128,100143,"DRAUGHTSMAN","Y","A playing piece for draughts","P",
128,100144,"SPINNING TOP","Y","A circular toy which spins on a point.","P",
128,95616,"BALL (GAME)","Y","A round object used in games.","P",
128,95621,"CHESS PIECE","Y","A gaming piece used specifically to play chess.","P",
128,95628,"DOMINO","Y","A flat, oblong gaming piece marked with spots used to play dominoes.","P",
128,95630,"GAMING BOARD","Y","A board marked up to play a game upon.","P",
128,95105,"KNUCKLE BONE (GAMING)","Y","Pieces of bone used in a game, the pieces are thrown and then picked up between bounces of a small ball or throws of another piece.","P",
128,100145,"Knuckle Bone (Remains)","N",,"N",
128,95636,"MARBLE","Y","A small ball, usually of glass or porcelain, used in games.","P",
128,95472,"PUPPET","Y","A small doll controlled by the operators hand either directly or with strings.","P",
128,95638,"QUOIT","Y","A ring, often metal, which is used to be thrown as part of a game.","P",
128,95648,"SKITTLE","Y","A peg or upright object which is the target of a ball in skittles.","P",
128,95649,"WHIPPING TOP","Y","A circular toy which spins on a point. Can be kept spinning by whipping with a lash.","P",
128,100146,"TYRE","Y","A metal or pneumatic rubber rim to a wheel.","P",
128,100147,"SHIP","Y","A craft of uncertain function over 30 metres long.","P",
128,100148,"VEHICLE","N","A means of transportation.","P",
128,100149,"BOAT HOOK","Y","A long handled hook used for pulling a boat to a place eg another boat, or pushing off from a place.","P",
128,100150,"Slate Pencil","N",,"N",
128,100151,"PAPER","Y","A thin vegetable based sheet used for writing, drawing, printing etc.","P",
128,97377,"INK SPOON","Y","A very small spoon used to provide liquid to mix with ink on an ink stone.","P",
128,100152,"GRAPPLING IRON","Y","A device with hooks or claws attached to a rope and used for dragging or grasping.","P",
128,100153,"AXEHEAD","Y","The cutting or chopping part of an axe.","P",
128,100154,"Clasp Knife","N",,"N",
128,100155,"ENTRENCHING TOOL","Y","A small tool with a shovel blade and a pick blade set at right angles to the handle.","P",
128,100156,"BOW DRILL","Y","A drill where the bit is twisted by means of a bow with the string wound around the shaft of the drill.","P",
128,100157,"PADLOCK KEY","Y","A key for a padlock.","P",
128,100159,"SLEDGEHAMMER","Y","A long handled heavy hammer used by two hands.","P",
128,100160,"Sledge (Hammer)","N",,"N",
128,100161,"LACE BOBBIN","Y","A small bobbin used in lace making.","P",
128,100162,"THREAD BOBBIN","Y","A bobbin where thread is wound around it, used for example in spinning and weaving","P",
128,100163,"Arrow Shaft Straightener","N",,"N",
128,96920,"BURNISHER","Y","A tool used to polish the surface of an artefact.","P",
128,96922,"CHISEL","Y","A cutting tool for shaping and carving materials, often used in conjunction with a hammer or mallet.","P",
128,96483,"CLIPPERS","Y","Scissor like object used for cutting, clipping, shearing etc.","P",
128,96995,"COIR BEATER","Y","A tool used in processing the fibres from coconuts.","P",
128,96997,"COMBINATION TOOL","Y","A tool which combines two or more different types of tool.","P",
