"THE_TE_UID_1","THE_TE_UID_2"
144110,144109
144111,144109
144112,144109
144113,144109
144118,106457
144120,144119
144121,144119
144129,144128
144131,144130
144135,144134
144136,106384
144137,104955
144143,144142
144147,105053
144166,105078
144167,105078
144169,144168
144170,144168
144198,105310
144200,144199
144205,105675
144209,144208
144210,105267
144218,144217
144228,104827
144229,105457
144230,106521
144238,144237
144243,144242
144261,104716
144262,105603
144263,105705
144265,144264
144266,105637
144274,144273
144280,144279
144305,105964
144342,144293
144360,144359
144371,144370
144389,144387
144410,144409
144412,144411
144416,106521
144417,106541
144423,144422
144429,106718
144441,144440
144443,144442
144444,104482
144460,106514
144461,106536
144512,142203
144524,142177
144525,142177
144526,142151
144527,142151
144558,144556
144560,96397
144584,106034
144588,142011
144589,142004
144590,142004
144600,144599
144992,104388
145063,145062
145115,145118
145116,145118
145117,145118
145119,145174
145136,145139
145137,145140
145138,145141
145159,145157
145163,146334
145166,145167
145169,146353
145170,145132
145170,145176
145204,145305
145207,145255
145228,145281
145229,145298
145233,145295
145242,145221
145244,145227
145247,145330
145256,145236
145286,145284
145290,145187
145294,145284
145308,145259
145385,145384
146332,71390
146335,146334
146336,146334
146338,146337
146348,146347
146349,99538
146358,92762
146399,91528
146400,91528
146401,91528
146402,91528
146413,146412
146427,146426
146428,146426
146442,138148
147251,93598
147252,93598
147253,71534
147253,93598
147254,71534
147254,93598
147260,145158
147261,145158
147262,145158
147263,145153
147264,145114
147283,147282
147287,146347
147288,145175
147289,145175
147290,145143
147291,145144
147292,145158
147293,145135
147294,145172
147295,145172
147296,145172
147300,147308
147301,145176
147301,145132
147302,145176
147302,145132
147303,145147
147304,145147
147318,147317
147330,145118
147486,147483
147487,105745
148076,145142
148077,145142
148286,142915
148289,142908
148289,142911
148290,142931
148291,142911
148291,142908
148292,142911
148292,142908
148293,142931
148294,142931
148300,148299
148301,141192
148309,97428
148311,148310
148317,148316
148318,148316
148356,148354
148357,148344
148360,148359
148360,148361
148368,148367
148375,148374
148375,148377
148376,148374
148379,148378
148380,148378
148382,148378
148383,148378
148385,148384
148386,148384
148390,148389
148393,148392
148417,148416
148418,148416
148426,148425
148428,148427
148430,148429
148435,148434
149202,97365
149203,149194
149212,144563
151268,70171
151400,151399
151465,151464
151466,151464
151467,87943
151468,100233
151482,151481
151489,137502
151497,151496
151498,151496
151568,151567
151799,151798
151825,151824
151830,151829
151885,151884
151886,151884
151887,151884
151888,151884
151889,151881
151891,71367
151892,91497
151894,151893
151923,141233
151927,151926
151933,95954
151943,100439
151945,96375
151948,100070
152378,152377
152406,152405
152409,152408
152421,105925
152428,152427
152435,152434
152444,147521
152456,147310
152465,152464
152466,152464
152472,95169
152479,152478
152509,70228
152511,100347
152512,152510
152572,106969
159129,91532
159130,91532
159153,68673
159163,159160
159172,70384
159173,70268
159201,70114
159205,70088
159208,152578
159211,159210
159216,159215
159220,159219
159221,92856
159236,159235
159259,159258
159260,159258
159269,159268
159328,92617
159329,92617
159330,92291
159334,159333
160146,160145
160150,78253
160249,160248
160261,160260
160263,160262
160266,160265
160268,160267
160270,160269
160272,160271
160282,104073
160283,104073
160284,104073
160286,104073
160287,104073
160293,142962
160299,160298
160302,160301
160304,160303
160306,160305
160307,160305
160308,160305
160311,160310
160312,160309
160322,160321
160323,140346
160324,140201
160325,140487
160331,160329
160332,160330
160334,160333
160335,140493
160336,140494
160337,87650
160338,140495
160340,160339
160341,130113
160344,160343
160350,100507
160354,99538
160357,160356
160358,109354
160361,100217
160372,160371
160381,160380
160385,94361
160404,109353
160413,160412
160414,142994
160447,142093
160503,68885
160505,68875
160506,68875
160507,70209
160512,160511
160532,160531
162565,141942
162566,141942
162567,159325
162570,68569
162570,68568
162571,68569
162572,70920
162573,92843
162574,68582
162575,68582
162576,68582
162639,71746
162655,162654
162692,100487
162693,100487
162695,162694
162697,162696
162699,162698
162700,140495
162701,140495
162712,70207
162713,69048
162714,71359
162716,94190
162717,141446
162718,141446
162719,160217
162720,71687
162729,68892
162753,162752
162754,162752
162755,162752
162756,94405
162757,94405
162758,94405
162759,94397
162813,93285
162832,69962
162852,70033
162854,70266
162875,92263
162876,69346
162877,70467
162878,68596
162879,68561
162880,162872
162881,162872
162882,162872
162883,87705
162884,162853
162893,69292
162895,162894
162895,69292
162913,162912
162952,69097
162953,70061
162953,71708
162954,92453
162955,91498
162955,69068
162956,68957
162957,93758
162960,162959
162961,140366
162962,69998
162963,100212
162964,92010
162965,68703
162965,159206
162966,159206
162966,68716
162968,162967
162970,160408
162971,91259
162972,91259
162973,91259
162974,69936
162975,68694
162976,91085
162977,91285
162978,70436
162979,69365
162980,69365
162981,92100
162982,69149
162983,70918
162985,94404
162986,69063
162987,92602
162987,99559
162988,91788
162989,135016
162991,71835
162992,140366
162992,69939
162993,93534
162993,69939
162994,69939
162994,71642
163012,91548
163013,71675
163014,92289
163014,92291
163015,152708
163016,139780
163018,163017
163021,71596
163022,92268
163023,160510
163052,69319
163054,69939
163054,140366
163055,71666
163056,76689
163072,100502
163092,100342
163112,144488
163132,100355
163133,139837
163219,71540
163239,92448
163240,91919
163249,163248
163866,93286
163872,163871
164002,70382
164118,164117
164119,70232
164120,139424
164121,70375
164122,145009
164123,70375
164124,91354
164125,159279
164140,99982
164174,92994
164179,94173
164181,90990
