"TH_T_U_UID","TERM","CLA_GR_UID","BROAD_TERM_U_UID","TOP_TERM_U_UID"
137585,"DOLL",128,137612,137110
183469,"DOLPHIN BROOCH",128,138568,137103
193619,"DOMED LID",128,138419,137113
137596,"DOMINO",128,137110,137110
139752,"DONKEY SHOE",128,139939,139938
138027,"DOOR",128,138279,137099
138207,"DOOR FITTING",128,139780,139780
138451,"DOORSTOP",128,139780,139780
193527,"DOUBLE HANDLED BOWL",128,193505,137106
193521,"DOUBLE HANDLED BOWL",128,193492,138721
193531,"DOUBLE HANDLED BOWL",128,193518,138721
193473,"DOUBLE HANDLED JAR",128,193470,138721
193477,"DOUBLE HANDLED JAR",128,193471,138721
193629,"DOUBLE SHELLED LAMP",128,138168,137623
138209,"DOUBLE SPIKED LOOP",128,138259,137113
137949,"DOWRY BOX",128,139416,137111
138783,"DOWRY BOX",128,139262,138721
183470,"DRAGONESQUE BROOCH",128,138570,137103
139451,"DRAIN COVER",128,138279,137099
139449,"DRAIN PIPE",128,140976,137099
141079,"DRAUGHTSMAN",128,137622,137110
137717,"DRAWING SET",128,139224,137102
139035,"DRAWKNIFE",128,139162,138899
138517,"DRESS",128,139120,137103
137103,"DRESS AND PERSONAL ACCESSORIES",128,,137103
139594,"DRESS COMPONENT",128,137103,137103
141111,"DRESS FASTENER (DRESS)",128,139384,137103
141110,"DRESS FASTENER (UNKNOWN)",128,137113,137113
139391,"DRESS HOOK",128,139384,137103
139394,"DRESS PIN",128,139384,137103
139398,"DRESS STUD",128,139395,137103
140979,"DRESSED STONE",128,137983,137099
138920,"DRILL",128,139156,138899
139404,"DRILL BIT",128,139156,138899
139156,"DRILLING EQUIPMENT",128,138899,138899
139251,"DRINK SERVING CONTAINER",128,139248,138721
139652,"DRINK SERVING CONTAINER",128,139407,137106
138674,"DRINKING HORN",128,139252,138721
140995,"DRINKING HORN",128,139277,138721
139665,"DRINKING HORN",128,139661,137106
139252,"DRINKING VESSEL",128,139248,138721
139661,"DRINKING VESSEL",128,139407,137106
193542,"DRIPPING DISH",128,138781,138721
193548,"DRIPPING DISH",128,139682,137106
193554,"DRIPPING DISH",128,140993,138721
179365,"DROP HINGE",128,138222,139780
138784,"DRUG BOTTLE",128,139265,138721
139714,"DRUG BOTTLE",128,139711,139149
137468,"DRUM",128,139185,139104
139630,"DRUMSTICK",128,139625,139104
137681,"DUCKING STOOL",128,139809,139809
138493,"EAR MUFF",128,139119,137103
196636,"EAR PLUG",128,139149,139149
138588,"EAR RING",128,138607,137103
138117,"EAR SCOOP",128,139136,137103
183454,"ECHINODERM REMAINS",128,183448,137105
137105,"ECOFACTS",128,,137105
139193,"EDGE BLOWN WIND INSTRUMENT",128,137512,139104
137848,"EDGED WEAPON",128,140984,137109
139734,"EEL SPEAR",128,139227,137098
137950,"EFFIGY",128,139410,137111
137691,"EFFIGY",128,139412,137111
141039,"EGG SHELL",128,183447,137105
137374,"EMBOSSING STAMP",128,138947,138899
196506,"END SCRAPER",128,193368,138899
138922,"END SCRAPER",128,137534,138899
185138,"ENGINE",128,139287,137112
137715,"ENGRAVING TOOL",128,139158,138899
141098,"ENTRENCHING TOOL",128,139289,138899
138590,"EPAULETTE",128,139124,139781
184603,"ESTUARINE DEPOSIT",128,184588,137105
137714,"ETCHING TOOL",128,139158,138899
139801,"EUCHARIST OBJECT",128,137111,137111
137952,"EUCHARIST SPOON",128,139801,137111
138787,"EWER",128,139249,138721
140997,"EWER",128,139277,138721
139109,"EXPLOSIVE WEAPON",128,140984,137109
137278,"EYE BATH",128,139149,139149
138494,"EYE SHADE",128,139119,137103
139390,"EYELET",128,139384,137103
138923,"FABRICATOR",128,139172,138899
193411,"FACE JUG",128,138807,138721
193395,"FACE JUG",128,139658,137106
193380,"FACE JUG",128,140992,138721
184740,"FACE URN",128,139412,137111
138592,"FAN",128,139125,137103
197263,"FAN CASE",128,139257,138721
138211,"FASTENING",128,137113,137113
138790,"FEEDING BOTTLE",128,139252,138721
139666,"FEEDING BOTTLE",128,139661,137106
138212,"FERRULE",128,137113,137113
140682,"FETTER",128,137673,139809
141024,"FICHU",128,139122,137103
137469,"FIDDLE",128,137510,139104
137720,"FIGUREHEAD",128,137805,137113
137800,"FIGURINE",128,137805,137113
138924,"FILE",128,139162,138899
138594,"FINGER RING",128,139123,137103
179363,"FINIAL (ARCHITECTURAL)",128,138279,137099
138135,"FIRE BASKET",128,139218,137623
138036,"FIRE BRICK",128,137989,137099
139845,"FIRE COVER",128,139218,137623
138157,"FIRE DOG",128,139218,137623
139854,"FIRE FAN",128,139218,137623
139851,"FIRE FENDER",128,139218,137623
138159,"FIRE GRATE",128,139218,137623
138163,"FIRE HOOK",128,138899,138899
139744,"FIRE IRON",128,139218,137623
138160,"FIRE MARK",128,139781,139781
139855,"FIRE RAKE",128,139744,137623
138139,"FIRE SCREEN",128,139218,137623
139747,"FIRE SHOVEL",128,139744,137623
138166,"FIRE STONE",128,137983,137099
139794,"FIRE TONGS",128,139002,138899
139746,"FIRE TONGS",128,139744,137623
137862,"FIREARM",128,139111,137109
140966,"FIREARM",128,139578,137098
139509,"FISH GORGE",128,139227,137098
137735,"FISH HOOK",128,139227,137098
141040,"FISH KETTLE",128,139254,138721
141041,"FISH KETTLE",128,139694,137106
137134,"FISH REMAINS",128,183447,137105
138676,"FISH SMOKER",128,139724,137106
137737,"FISH SPEAR",128,139227,137098
137738,"FISH TRAP",128,139227,137098
137576,"FISHING BASKET",128,139247,138721
137739,"FISHING BASKET",128,139227,137098
137740,"FISHING LINE",128,139227,137098
137741,"FISHING NET",128,139227,137098
139227,"FISHING OBJECT",128,137098,137098
139460,"FISHING REEL",128,139227,137098
137742,"FISHING ROD",128,139227,137098
185149,"FITTING",128,139780,139780
139780,"FIXTURES AND FITTINGS",128,,139780
138336,"FLAG",128,139781,139781
139657,"FLAGON",128,139652,137106
139268,"FLAGON",128,139251,138721
138791,"FLAGON",128,139249,138721
140996,"FLAGON",128,139277,138721
179366,"FLAGSTONE",128,137983,137099
138925,"FLAIL",128,139160,138899
137743,"FLAIL",128,139246,137098
185143,"FLAIL SHOT",128,185141,137109
139463,"FLAKE",128,139464,139864
139937,"FLAKE",128,139155,138899
193370,"FLAKED AXEHEAD",128,139852,138899
141091,"FLAKED AXEHEAD",128,141087,138899
141092,"FLANGED AXEHEAD",128,141087,138899
193640,"FLANGED CURFEW",128,193634,137623
193623,"FLANGED LID",128,138419,137113
193509,"FLARED BOWL",128,140990,138721
193496,"FLARED BOWL",128,139679,137106
193483,"FLARED BOWL",128,138737,138721
193571,"FLARED CUP",128,138778,138721
193579,"FLARED CUP",128,139664,137106
193587,"FLARED CUP",128,140999,138721
193635,"FLARED CURFEW",128,193634,137623
193443,"FLARED JAR",128,140991,138721
193429,"FLARED JAR",128,138806,138721
193603,"FLARED MUG",128,139671,137106
193608,"FLARED MUG",128,138826,138721
193598,"FLARED MUG",128,193594,138721
184741,"FLASHING",128,137983,137099
193418,"FLASK",128,139277,138721
138792,"FLASK",128,139249,138721
141093,"FLAT AXEHEAD",128,141087,138899
141109,"FLAT IRON",128,139162,138899
193620,"FLAT LID",128,138419,137113
193621,"FLAT TOPPED LID",128,138419,137113
193422,"FLATTENED FLASK",128,138792,138721
193419,"FLATTENED FLASK",128,193418,138721
139037,"FLATTER",128,138899,138899
139038,"FLAX BEATER",128,138908,138899
139516,"FLEAM",128,137283,139149
139736,"FLESH HOOK",128,139724,137106
137880,"FLINTLOCK MUSKET",128,137223,137109
140956,"FLINTLOCK PISTOL",128,137228,137109
139231,"FLOAT (TOOL)",128,139162,138899
139229,"FLOAT (WATER)",128,139227,137098
138038,"FLOOR",128,138279,137099
138452,"FLOOR COVERING",128,139212,137107
138041,"FLOOR TILE",128,138085,137099
138793,"FLOWER POT",128,139256,138721
137988,"FLUE TILE",128,138085,137099
137470,"FLUTE",128,139193,139104
141026,"FOB",128,139125,137103
137173,"FOIL",128,137245,137109
138928,"FOLDING KNIFE",128,138293,138899
137954,"FONT",128,139410,137111
139248,"FOOD AND DRINK SERVING CONTAINER",128,139247,138721
139407,"FOOD AND DRINK SERVING CONTAINER",128,137106,137106
139249,"FOOD AND LIQUID STORAGE CONTAINER",128,139247,138721
139253,"FOOD GATHERING AND PREPARATION CONTAINER",128,139247,138721
137106,"FOOD PREPARATION AND CONSUMPTION",128,,137106
139690,"FOOD PREPARATION CONTAINER",128,137106,137106
139724,"FOOD PREPARATION EQUIPMENT",128,137106,137106
184583,"FOOD RESIDUE",128,137105,137105
139678,"FOOD SERVING CONTAINER",128,139407,137106
139250,"FOOD SERVING CONTAINER",128,139248,138721
137208,"FOOT GUARD",128,137815,137109
137363,"FOOT RULE",128,137344,139148
141046,"FOOTSTOOL",128,138453,137107
139118,"FOOTWEAR",128,139117,137103
139618,"FOOTWEAR COMPONENT",128,139594,137103
184579,"FORAMINIFERA",128,137105,137105
138929,"FORCEPS",128,139157,138899
137279,"FORCEPS",128,137300,139149
139174,"FORK (TOOL)",128,139289,138899
140963,"FORK (TOOL)",128,139244,137098
139728,"FORK (UTENSIL)",128,138671,137106
138421,"FRAME",128,137113,137113
191787,"FRANCISCA",128,183433,137109
137209,"FRANCISCA",128,137921,137109
140951,"FRANCISCA",128,140950,137109
138276,"FRIEZE",128,137805,137113
139853,"FRIT",128,139408,139864
138794,"FRYING PAN",128,139254,138721
139696,"FRYING PAN",128,139694,137106
193592,"FUDDLING CUP",128,140999,138721
193576,"FUDDLING CUP",128,138778,138721
193584,"FUDDLING CUP",128,139664,137106
139040,"FULLER",128,138899,138899
138795,"FULLING VAT",128,139247,138721
193642,"FUMING POT",128,139277,138721
193641,"FUMING POT",128,139218,137623
184580,"FUNGI",128,137105,137105
138931,"FUNNEL",128,138899,138899
139212,"FURNISHING",128,137107,137107
137107,"FURNISHINGS AND FURNITURE",128,,137107
138453,"FURNITURE",128,137107,137107
138216,"FURNITURE FITTING",128,137107,137107
138516,"GAITER",128,139120,137103
137680,"GALLOWS",128,139809,139809
139942,"GAMBESON",128,137815,137109
137599,"GAME BOX",128,139257,138721
137621,"GAMING BOARD",128,137110,137110
139749,"GAMING CHIP",128,137110,137110
137622,"GAMING PIECE",128,137110,137110
179367,"GANG CHAIN",128,139809,139809
138454,"GARDEROBE SEAT",128,138453,137107
138045,"GARGOYLE",128,138279,137099
138533,"GARTER",128,139121,137103
205569,"GAS MASK",128,197295,137103
138046,"GATE",128,138279,137099
137362,"GAUGE",128,139148,139148
137210,"GAUNTLET",128,137815,137109
137152,"GEMSTONE",128,138610,137103
141030,"GEOLOGICAL SAMPLE",128,140677,137105
139150,"GEOMETRY INSTRUMENT",128,139148,139148
137679,"GIBBET",128,139809,139809
141060,"GILL",128,141004,138721
141061,"GILL",128,141005,139148
139042,"GIMLET",128,139156,138899
193454,"GINGER JAR",128,193444,138721
193453,"GINGER JAR",128,193430,138721
141019,"GIRDLE",128,139122,137103
193711,"GIRDLE FASTENER",128,139384,137103
138598,"GIRDLE HANGER",128,139125,137103
137630,"GIRTH",128,139177,139938
184593,"GLACIATION DEPOSIT",128,184588,137105
137218,"GLAIVE",128,137896,137109
139856,"GLASS WORKING DEBRIS",128,139871,139864
193423,"GLOBULAR FLASK",128,138792,138721
193420,"GLOBULAR FLASK",128,193418,138721
193430,"GLOBULAR JAR",128,138806,138721
193444,"GLOBULAR JAR",128,140991,138721
193406,"GLOBULAR JUG",128,138807,138721
193390,"GLOBULAR JUG",128,139658,137106
138551,"GLOVE",128,139122,137103
137361,"GNOMON",128,139151,139148
137648,"GOAD",128,139938,139938
139669,"GOBLET",128,139661,137106
141000,"GOBLET",128,139277,138721
138799,"GOBLET",128,139252,138721
138599,"GOGGLES",128,139125,137103
139517,"GOLD WEIGHT",128,137325,139148
137471,"GONG",128,139182,139104
179368,"GORGET (ARMOUR)",128,137815,137109
179369,"GORGET (DECORATIVE)",128,137103,137103
138932,"GOUGE",128,139155,138899
137358,"GRAIN MEASURE",128,137353,139148
139796,"GRAIN MEASURE",128,139649,138721
139234,"GRAIN RUBBER",128,139235,137098
138933,"GRAIN RUBBER",128,139154,138899
193464,"GRAPE",128,138750,138721
193465,"GRAPE",128,139695,137106
193467,"GRAPE",128,193466,138721
185144,"GRAPE SHOT",128,137168,137109
141086,"GRAPPLING IRON",128,138899,138899
139729,"GRATER",128,139724,137106
137956,"GRAVE MARKER",128,139412,137111
139426,"GRAVE MARKER",128,139410,137111
139802,"GRAVE SLAB",128,139410,137111
139803,"GRAVE SLAB",128,139412,137111
192921,"GRAVEL",128,184588,137105
138935,"GRAVER",128,139158,138899
139423,"GRAVESTONE",128,139410,137111
139424,"GRAVESTONE",128,139412,137111
139858,"GREASE POT",128,139247,138721
137212,"GRENADE",128,139109,137109
139518,"GRID IRON",128,139218,137623
184718,"GRIDDLE (PLATE)",128,139254,138721
184719,"GRIDDLE (PLATE)",128,139694,137106
138361,"GRILLE",128,138279,137099
139154,"GRINDING EQUIPMENT",128,138899,138899
139235,"GRINDING EQUIPMENT",128,137098,137098
138288,"GRINDSTONE",128,139171,138899
139157,"GRIPPING EQUIPMENT",128,138899,138899
137213,"GUISARME",128,137896,137109
137472,"GUITAR",128,137509,139104
137214,"GUNFLINT",128,137109,137109
140675,"GUTTERING",128,138279,137099
184605,"GYTTJA",128,184604,137105
139134,"HAIR CARE EQUIPMENT",128,139133,137103
138110,"HAIR CURLER",128,139134,137103
179370,"HAIR NET",128,139119,137103
138600,"HAIR ORNAMENT",128,139128,137103
138601,"HAIR PIECE",128,139119,137103
138602,"HAIR PIN",128,138600,137103
138603,"HAIR RING",128,138600,137103
138604,"HAIR SLIDE",128,138600,137103
138109,"HAIRBRUSH",128,139134,137103
137215,"HALBERD",128,137896,137109
193639,"HALF ROUND CURFEW",128,193634,137623
138386,"HAMMER",128,139160,138899
138937,"HAMMERSTONE",128,139172,138899
139266,"HAND LUGGAGE",128,139247,138721
141003,"HAND LUGGAGE",128,139125,137103
138605,"HAND MIRROR",128,139125,137103
138292,"HANDAXE",128,139155,138899
191603,"HANDGUN",128,140966,137098
137868,"HANDGUN",128,137862,137109
138606,"HANDKERCHIEF",128,139125,137103
179371,"HANDLE",128,137113,137113
193362,"HANDLE CORE",128,139843,139864
193505,"HANDLED BOWL",128,139679,137106
193518,"HANDLED BOWL",128,140990,138721
193492,"HANDLED BOWL",128,138737,138721
193470,"HANDLED JAR",128,140991,138721
193471,"HANDLED JAR",128,138806,138721
140986,"HANGER",128,137245,137109
138800,"HANGING BOWL",128,138721,138721
138167,"HANGING LAMP",128,138168,137623
191246,"HARBICK",128,139164,138899
139177,"HARNESS",128,139938,139938
137663,"HARNESS CLIP",128,137664,139938
137664,"HARNESS FITTING",128,139938,139938
137665,"HARNESS HOOK",128,137664,139938
137666,"HARNESS MOUNT",128,137664,139938
137667,"HARNESS PENDANT",128,137664,139938
137668,"HARNESS RING",128,137664,139938
137474,"HARP",128,137509,139104
137749,"HARPOON",128,139227,137098
137750,"HARROW",128,139244,137098
139245,"HARVESTING AND MOWING OBJECT",128,137098,137098
138221,"HASP",128,138211,137113
138495,"HAT",128,139119,137103
183431,"HATCHET",128,183430,138899
185167,"HATCHWAY COVER",128,138207,139780
139859,"HAWK BELL",128,139806,139938
140971,"HAWK BELL",128,140970,139938
196663,"HAWK TRAP",128,137791,137098
196662,"HAWKING EQUIPMENT",128,137791,137098
139806,"HAWKING EQUIPMENT",128,139938,139938
138496,"HEAD BAND",128,139119,137103
138497,"HEAD DRESS",128,139119,137103
138499,"HEAD NET",128,139119,137103
138607,"HEAD ORNAMENT",128,139128,137103
138500,"HEAD SCARF",128,139119,137103
179372,"HEADSTALL",128,137664,139938
183471,"HEADSTUD BROOCH",128,138568,137103
139119,"HEADWEAR",128,139117,137103
183436,"HEARTH TILE",128,138085,137099
139220,"HEARTHSTONE",128,139218,137623
137623,"HEATING AND LIGHTING",128,,137623
139218,"HEATING OBJECT",128,137623,137623
193649,"HEATING STAND",128,139218,137623
139044,"HECKLE",128,139164,138899
139826,"HEDDLE ROD",128,139164,138899
137206,"HELMET",128,137815,137109
193497,"HEMISPHERICAL BOWL",128,139679,137106
193510,"HEMISPHERICAL BOWL",128,140990,138721
193484,"HEMISPHERICAL BOWL",128,138737,138721
193637,"HEMISPHERICAL CURFEW",128,193634,137623
193630,"HEMISPHERICAL LAMP",128,138168,137623
138341,"HERALDIC DEVICE",128,139124,139781
138222,"HINGE",128,139780,139780
137662,"HIPPOSANDAL",128,139939,139938
139748,"HNEFATAFL MARKER",128,137622,137110
139790,"HOARD",128,137113,137113
139622,"HOB NAIL",128,139618,137103
137631,"HOBBLE",128,139938,139938
183472,"HOD HILL BROOCH",128,138568,137103
138938,"HOE",128,139289,138899
137751,"HOE",128,139244,137098
138224,"HOLDFAST",128,138211,137113
183438,"HOLLOW BASED ARROWHEAD",128,137156,137109
137948,"HOLY WATER SPRINKLER",128,137111,137111
138801,"HOLY WATER VESSEL",128,139262,138721
138802,"HOLY WATER VESSEL",128,137111,137111
141022,"HOOD (CLOTHING)",128,139119,137103
140974,"HOOD (HAWKING)",128,139806,139938
138225,"HOOK",128,138211,137113
139400,"HOOKED TAG",128,139399,137103
137475,"HORN (MUSIC)",128,139195,139104
137217,"HORSE ARMOUR",128,139938,139938
140960,"HORSE ARMOUR",128,137816,137109
139861,"HORSE TRAPPING",128,139938,139938
137658,"HORSESHOE",128,139939,139938
139256,"HORTICULTURAL CONTAINER",128,139247,138721
185169,"HOSE",128,138899,138899
137357,"HOURGLASS",128,137342,139148
137136,"HUMAN REMAINS",128,183447,137105
137581,"HUNTING HORN",128,139195,139104
139578,"HUNTING OBJECT",128,137098,137098
206793,"HURDLE",128,137098,137098
138939,"HURDLING TOOL",128,139155,138899
137511,"HURDY GURDY",128,139188,139104
137410,"HYMN BOOK",128,137368,137102
183435,"HYPOCAUST TILE",128,138085,137099
137454,"ICE SKATE",128,137112,137112
137810,"ICON",128,137111,137111
137944,"IDOL",128,137111,137111
139793,"IGNITING ACCESSORY",128,137623,137623
140982,"IMBREX",128,138075,137099
184726,"IMPRESSED OBJECT",128,137113,137113
139272,"INCANTATION BOWL",128,139262,138721
137943,"INCANTATION BOWL",128,137111,137111
137936,"INCENSE BOWL",128,137938,137111
137937,"INCENSE BURNER",128,137938,137111
137938,"INCENSE HOLDER",128,137111,137111
137939,"INCENSE SHOVEL",128,137111,137111
137940,"INCENSE SPOON",128,137111,137111
137941,"INCENSE TONGS",128,137111,137111
137942,"INCENSE VASE",128,137938,137111
139863,"INDUSTRIAL BY PRODUCT",128,139408,139864
137421,"INGOT",128,137113,137113
139060,"INGOT MOULD",128,138382,138899
137375,"INK",128,139224,137102
137376,"INK BOTTLE",128,139224,137102
138804,"INK BOTTLE",128,139261,138721
139523,"INK SPOON",128,139224,137102
139525,"INK STAND",128,139224,137102
139527,"INK STONE",128,139224,137102
137377,"INKWELL",128,139224,137102
138805,"INKWELL",128,139261,138721
184731,"INLAY",128,137113,137113
139782,"INSCRIBED OBJECT",128,137113,137113
139529,"INSECT CAGE",128,138740,138721
137137,"INSECT REMAINS",128,183451,137105
137379,"INSIGNIA",128,139781,139781
138608,"INTAGLIO",128,137397,138899
193543,"INTURNED DISH",128,139682,137106
193549,"INTURNED DISH",128,140993,138721
193537,"INTURNED DISH",128,138781,138721
193431,"INTURNED JAR",128,138806,138721
193445,"INTURNED JAR",128,140991,138721
183448,"INVERTEBRATE REMAINS",128,137117,137105
139865,"IRON PYRITES",128,139793,137623
193366,"IRREGULAR CORE",128,139843,139864
141043,"JACK (COOKING)",128,139724,137106
138515,"JACKET",128,139120,137103
139866,"JAMB",128,138279,137099
138806,"JAR",128,139249,138721
140991,"JAR",128,139277,138721
191840,"JAVELIN",128,140965,137098
140953,"JAVELIN",128,140952,137109
137164,"JAVELIN",128,137909,137109
138514,"JERKIN",128,139120,137103
137603,"JESS",128,139806,139938
137423,"JETTON",128,139148,139148
139123,"JEWELLERY",128,139128,137103
138610,"JEWELLERY FITTING",128,139123,137103
137478,"JEWS HARP",128,139182,139104
137503,"JINGLE",128,137491,139104
137477,"JINGLE JANGLE",128,139938,139938
140992,"JUG",128,139277,138721
138807,"JUG",128,139251,138721
139658,"JUG",128,139652,137106
138513,"JUMPER",128,139120,137103
193364,"KEELED CORE",128,139843,139864
138808,"KEG",128,139249,138721
138502,"KERCHIEF",128,139119,137103
139270,"KETTLE",128,139254,138721
139697,"KETTLE",128,139694,137106
138228,"KEY (LOCKING)",128,138899,138899
139634,"KEY (MUSIC)",128,139625,139104
186955,"KEY (WINDING)",128,138899,138899
138229,"KEY BLANK",128,184717,139864
137508,"KEYBOARD INSTRUMENT",128,139188,139104
138230,"KEYHOLE FITTING",128,139780,139780
140978,"KEYSTONE",128,138279,137099
139061,"KILN FURNITURE",128,138899,138899
139867,"KILN WASTE",128,139863,139864
138512,"KILT",128,139120,137103
183473,"KNEE BROOCH",128,138568,137103
139732,"KNIFE",128,139724,137106
138293,"KNIFE",128,139155,138899
184715,"KNIFE BLANK",128,184717,139864
193396,"KNIGHT JUG",128,139658,137106
193412,"KNIGHT JUG",128,138807,138721
193381,"KNIGHT JUG",128,140992,138721
138940,"KNITTING NEEDLE",128,138899,138899
139532,"KNOUT",128,137953,139809
184742,"KNUCKLE BONE (GAMING)",128,137622,137110
138810,"KOHL POT",128,139263,138721
139905,"LACE (FASTENING)",128,139384,137103
139904,"LACE (TEXTILE)",128,139594,137103
141105,"LACE BOBBIN",128,139822,138899
139062,"LACE PILLOW",128,138899,138899
139868,"LACE TAG",128,139399,137103
141121,"LACHRYMATORY (CONTAINER)",128,139277,138721
141122,"LACHRYMATORY (RELIGIOUS)",128,139262,138721
184604,"LACUSTRINE DEPOSIT",128,184588,137105
138231,"LADDER",128,138899,138899
139737,"LADLE",128,139724,137106
138941,"LADLE",128,138899,138899
138168,"LAMP",128,139219,137623
138169,"LAMP FILLER",128,139219,137623
138170,"LAMP FITTING",128,139219,137623
138171,"LAMP HANGER",128,139219,137623
179373,"LAMP HOLDER",128,137623,137623
138232,"LAMP HOOK",128,138225,137113
179374,"LAMP STAND",128,179373,137623
191836,"LANCE",128,140952,137109
191838,"LANCE",128,140965,137098
137165,"LANCE",128,137909,137109
193346,"LANCEOLATE MICROLITH",128,138291,138899
137280,"LANCET",128,137300,139149
139216,"LAND VEHICLE",128,141082,137112
183474,"LANGTON DOWN BROOCH",128,138568,137103
138173,"LANTERN",128,139219,137623
197292,"LAP DESK",128,139224,137102
197291,"LAP DESK",128,138453,137107
139397,"LAPEL STUD",128,139395,137103
137754,"LASSO",128,139578,137098
141108,"LAST",128,139163,138899
138233,"LATCH",128,138211,137113
138234,"LATCHLIFTER",128,138228,138899
139064,"LATHE",128,139162,138899
139409,"LATHE CORE",128,139863,139864
139924,"LAUREL LEAF",128,138899,138899
139533,"LAVABO",128,139264,138721
138811,"LAVER",128,139262,138721
139290,"LEAF ARROWHEAD",128,137156,137109
137637,"LEASH",128,139938,139938
139065,"LEATHER STAMP",128,139158,138899
140947,"LEG GUARD",128,137815,137109
138511,"LEGGING",128,139120,137103
139536,"LEISTER",128,137737,137098
137281,"LENS",128,139149,139149
137381,"LETTER",128,139221,137102
137356,"LETTER WEIGHT",128,137325,139148
139925,"LEVALLOIS CORE",128,139843,139864
139926,"LEVALLOIS FLAKE",128,139464,139864
137355,"LEVEL",128,139148,139148
138942,"LEVER",128,138899,138899
137931,"LIBATION BOWL",128,139427,137111
139433,"LIBATION BOWL",128,139428,138721
139427,"LIBATION CONTAINER",128,139415,137111
139428,"LIBATION CONTAINER",128,139262,138721
137929,"LIBATION CUP",128,139427,137111
139432,"LIBATION CUP",128,139428,138721
139431,"LIBATION JUG",128,139428,138721
137928,"LIBATION JUG",128,139427,137111
137927,"LIBATION LADLE",128,139415,137111
137926,"LIBATION TABLE",128,139415,137111
139430,"LIBATION TANK",128,139428,138721
137925,"LIBATION TANK",128,139427,137111
139429,"LIBATION VASE",128,139428,138721
137924,"LIBATION VASE",128,139427,137111
138419,"LID",128,137113,137113
138235,"LIFT KEY",128,138228,138899
138174,"LIGHT FITTING",128,139780,139780
139219,"LIGHTING OBJECT",128,137623,137623
139738,"LIMPET SCOOP",128,139724,137106
137437,"LINCH PIN",128,139287,137112
140969,"LINE SINKER",128,139896,137098
138944,"LINEN SMOOTHER",128,139162,138899
139869,"LINKED PIN",128,139394,137103
138049,"LINTEL",128,138279,137099
139195,"LIP BLOWN WIND INSTRUMENT",128,137512,139104
141004,"LIQUID MEASURE",128,139649,138721
141005,"LIQUID MEASURE",128,137353,139148
141051,"LITHARGE",128,139863,139864
139852,"LITHIC IMPLEMENT",128,138899,138899
137436,"LITTER",128,139216,137112
197258,"LIVERY COLLAR",128,138618,137103
193489,"LOBED BOWL",128,138737,138721
193502,"LOBED BOWL",128,139679,137106
193515,"LOBED BOWL",128,140990,138721
193591,"LOBED CUP",128,140999,138721
193575,"LOBED CUP",128,138778,138721
193583,"LOBED CUP",128,139664,137106
193551,"LOBED DISH",128,140993,138721
193539,"LOBED DISH",128,138781,138721
193545,"LOBED DISH",128,139682,137106
138238,"LOCK",128,141101,138899
138613,"LOCKET",128,139123,137103
193625,"LOCKING LID",128,193623,137113
141101,"LOCKING MECHANISM",128,138899,138899
184591,"LOESS",128,184589,137105
185148,"LOG",128,137113,137113
179375,"LOG BOAT",128,137447,137112
138510,"LOINCLOTH",128,139120,137103
183467,"LONG BROOCH",128,138570,137103
191605,"LONGARM",128,140966,137098
137871,"LONGARM",128,137862,137109
179376,"LONGBOW",128,139114,137109
179377,"LONGBOW",128,139580,137098
138945,"LOOM",128,139164,138899
141107,"LOOMWEIGHT",128,139164,138899
196651,"LOOPED PALSTAVE",128,141097,138899
196656,"LOOPED SPEARHEAD",128,183439,137109
138050,"LOUVRE",128,138279,137099
139870,"LUCIFER MATCH",128,139793,137623
139929,"LUG (HANDLE)",128,137113,137113
139928,"LUG (POLE)",128,139148,139148
193347,"LUNATE MICROLITH",128,138291,138899
138614,"LUNULA",128,139123,137103
137755,"LURE",128,139578,137098
137480,"LUTE",128,137509,139104
137481,"LYRE",128,137509,139104
137220,"MACE",128,139110,137109
138946,"MACHETE",128,139155,138899
206589,"MACHINE GUN",128,137871,137109
137221,"MAIL ARMOUR",128,137817,137109
138384,"MALLET",128,139160,138899
141036,"MAMMAL REMAINS",128,183447,137105
193655,"MAMMIFORM COSTREL",128,138773,138721
139538,"MANACLE",128,137673,139809
137482,"MANDOLIN",128,137509,139104
139137,"MANICURE IMPLEMENT",128,139133,137103
138131,"MANICURE SET",128,139137,137103
138509,"MANTLE",128,138519,137103
139864,"MANUFACTURE AND PROCESSING",128,,139864
139871,"MANUFACTURING DEBRIS",128,139408,139864
137382,"MANUSCRIPT",128,139221,137102
137605,"MARBLE",128,137110,137110
184606,"MARINE DEPOSIT",128,184588,137105
184573,"MARINE MOLLUSCA REMAINS",128,137139,137105
139158,"MARKING EQUIPMENT",128,138899,138899
138947,"MARKING TOOL",128,139158,138899
138948,"MARLIN SPIKE",128,139161,138899
139788,"MARRIAGE BOWL",128,139416,137111
138813,"MARRIAGE BOWL",128,139262,138721
139416,"MARRIAGE OBJECT",128,137111,137111
137977,"MARRIAGE RING",128,139416,137111
179378,"MARTINGALE",128,137640,139938
139739,"MASHER",128,139724,137106
138332,"MASK",128,139122,137103
140957,"MATCHLOCK MUSKET",128,137223,137109
137757,"MATTOCK",128,139160,138899
138456,"MATTRESS",128,139213,137107
138950,"MAUL",128,139160,138899
139670,"MAZER",128,139661,137106
138815,"MAZER",128,139252,138721
139148,"MEASUREMENT",128,,139148
137354,"MEASURING ROD",128,137344,139148
137353,"MEASURING VESSEL",128,139148,139148
139649,"MEASURING VESSEL",128,139247,138721
